id,phrase,classes
64,figur:risen:well-organis:crimin:slave:trade:shrink:traffick:children,organizadas
65,step:road:central:object:secur:strategi:promot:well-govern:countri:border:mediterranean:enjoy:close:cooper:relat,cinturón
66,key:principl:friend:forg:joint:ownership,anillo
67,scourg:unemploy:continu:spread:increas:social:breakdown:threaten:societi:act:terror:continu:spill:blood:town:franc:spain:northern:ireland:drug:traffick:paedophil:organ:crime:continu:weav:murder:fabric:inadequ:coordin:judici:polic:system:happen:citizen:europ:begin:question:trustworthi:union,policiacos
68,appear:spanish:author:run:european:law:quit:disgrac:affair,soslayando
69,yes:bell:link:experienc:chilean:experienc:darkest:period:illustri:democrat:histori,legendaria
70,victim:excess:monetari:restrict:channel:coloss:flight:capit:fed:intern:corrupt:western:aid:disappear,absorbido
71,revolutionari:soon:realist,suena
72,name:phthalat:ban:result:use:floor:cosmet:children:toy:use:use:fear:carcinogen:februari:total:clear:leav:dinp:use:soften:pvc:chew,chupadores
73,combin:articl:fact:make:short:text:subdivid:chapter:titl:true:new:motto:europ:digniti:freedom:equal:solidar:citizen:right:justic:unquestion:answer:requir:concis:clariti:concern:expect:fellow:citizen,cincuentena
74,european:council:feira:june:call:council:speed:implement:measur:combat:illeg:provid:conclus:tamper:european:council:octob,red
75,add:text:focus:strengthen:framework:crimin:law:order:fight:organis:facilit,pasador
76,have:said:use:great:deal:flex:muscl:hous:happen:parliament:enter:vote,ring
77,imag:box:gomolka:use:east:german:shipyard:addit:climb:wear:handcuff,ring
78,challeng:argument:view:bit:hollow:unit:state:america:possibl:neglect:intern:oblig:week:presid:bush:public:repudi:kyoto:agreement:climat:chang,suenan
79,need:ask:govern:fail:consist:reject:idea:vaccin:face:mount:call:rural:communiti:want:adopt,vacunación
80,foot-and-mouth:polici:inadequ:exampl:vaccin:vaccin:council:member:council:treat:threat:great:britain:extrem:light,vacunación
81,presid:draft:regul:discuss:provid:implement:top-level:domain:rais:profil:european:union:cyberspac:allow:confid:creat:singl:market:shine:internet,ciberespacio
82,question:open:question:commiss:better:better:say:clearer:term:friend:friend:slight:closer,anillo
83,organ:strategi:increas:number:member:union:enlarg:creat:stronger:closer:proxim:polici:friend,anillo
84,threaten:statement:limit:right:grant:parliament:treati:minist:european:affair:fail:candid:commission,tintes
85,said:word:sustain:english:actual:nice,suena
86,awar:long:difficult:fight:want:parti:worst:polici:support:lax:toler:main:benefit:organis:prostitut:garner:huge:financi:profit:facilit:money:launder:oper,red
87,compris:countri:aspir:membership:keen:close:cooper:countri:member:unabl:meet:criteria:candid:countri,círculo
88,member:parliament:probabl:awar:europol:carri:major:investig:week:smash:paedophil:oper:insid:european:union,pedófilas
89,statement:europ:doe:seek:acquir:new:knowledg:share:knowledg:doe:support:knowledg:financi:omin,compartirlos
90,terribl:tragic:event:belgium:focus:mind:need:protect:children:intern:paedophil:crimin:involv:sex:trade,pedófilos
91,first:commiss:indign:closur:renault:plant:hollow:opinion,suena
92,return:point:environ:ear:japan:vehement:reject:kyoto:world:climat:confer:bind:declar:reduct:emiss,resuena
93,follow:dutroux:scandal:belgium:heighten:awar:activ:paedophil:alarm:scale:child:sex:tourism,pedófilos
94,succeed:mainstream:transport:infrastructur:project:major:road:dublin:port:tunnel:upgrad:main:road:citi,circunvalación
95,mind:tell:depart:concern:dose,timbre
96,sorri:report:hous:sir:brian:bother:arrang:meet:despit:numer:telephon:remind,telefonearme
97,member:public:purchas:sexual:servic:woman:trap:traffick:abhorr:wealth:crimin:organis:employ:increas:cruel:method,despiadados
98,need:coordin:maximum:cooper:europol:order:end:traffick:prostitut:deal:women:children:action:crimin:gang:involv:traffick:human:exploit:illicit:employ:prostitut,circuito
99,today:tool:help:exercis:civil:polit:right:internet:term:strang:european:institut:start:exploit,suena
100,lot:said:vaccin:vaccin:prophylact:vaccin:vaccin:emerg:vaccin:conting:vaccin,anillo
101,import:warn:bell:duti:continu:turn:blind:eye:number:proven:case:activ:member:bin:laden:network:penetr:citi:regular:immigr:order:prepar:ground:recent:discov:franc:biolog:weapon:attack:possibl:known:dirti:bomb:contain:nuclear:wast,sonar
102,matter:baltic:come:electr:interconnect:right:round:baltic,anillo
103,clear:western:balkan:countri:includ:prospect:membership:agre:date:set,anillo
104,friend:morocco:russia:treat:term:way,anillo
105,presid:import:establish:relat:new:neighbour:follow:enlarg:zone:prosper:friend:enjoy:close:peac:cooper:econom:relat,círculo
106,new:neighbourhood:polici:origin:realist:formula:propos:new:model:closer:relationship:new:neighbour:creat:friend:countri:region:morocco:russia,anillo
107,aim:creat:friend:border:new:enlarg:european:union,grupo
108,european:neighbourhood:polici:mean:emphasis:common:bond:geographi:histori:trade:migrat:cultur:bring:countri:friend:closer:european:union,círculo
109,mean:practic:term:need:thing:learn:accompani:life:learn:lifelong:punish:promot:mobil:employ:scienc:research:cross-bord:educ:opportun:recognit:degre:accept:access:educ,traza
110,congratul:fruteau:daul:excel:work:tabl:resolut:excel,fruteau
111,fine:word:good,altisonantes
112,grow:concern:mention:fitzsimon:relat:soft:pvc:toy:childcar:articl:teeth:pvc:general,anillo
113,life:rose-colour:spectacl:smoke:dream:sourc:wisdom,anillo
114,look:watch:believ:given:stake:quit:signific:vote:better:ensur:bell:doe,timbre
115,middl:east:great:lake:area:latin:america:union:allow:run:pay,coman
116,need:pay:night,noche
117,presid:behalf:say:pleas:debat:take:welcom:commiss:statement:vigour:decis,muestra
118,novemb:european:liber:democrat:reform:parti:adopt:posit:intern:differenti:union:propos:concentr:europ:onion:skin:model,concéntricos
119,tragic:event:dover:june:cruel:remind:need:fight:effect:illeg:immigr,red
120,athen:road:complet:end:bridg:complet,periférico
121,initi:specifi:includ:traffick:human:wish:insist:includ:smuggl:illeg:immigr:prostitut:sexual:exploit:children,red
122,commiss:urg:britain:exampl:vaccin,vacunación
123,went:gabon:south:africa:met:doctor:desper:drug:read:internet:press:releas:say:price:brought:actual:acquir:drug:treat:patient,llaman
124,ghent:triumvir:affront:itali:europ:prodi:said:europ:depriv:strength:featherweight:intern:weaken:bit:europ:exist,ring
125,centuri:shot:fire:word:poet:emerson:round:world:unless:appeal:nurtur:wider:concept:american:self-interest:risk:menac:new:militari:millennium,sonará
126,social:resolut:best:hollow:limit:lifelong:learn:europ:worker:assur:lifelong:job:say:employ:work:life,capítulo
127,seafar:crew:schiffsbesatzung:addit:advantag:express:use:german:version:seemännisch:german:masculin:whilst:schiffsbesatzung:seafar:crew:said:gender-neutr:advantag:term:gender:mainstream,schiffsbesatzung
128,three-fold:challeng:relat:first:energi:stabil:vector:strateg:import:relat:neighbour:countri:partner:talk:friend:presid:prodi:mention:includ:countri:southern:rim:mediterranean,ring
129,presid:prodi:describ:object:friend:surround:extend:russia:morocco,círculo
130,commiss:explain:countri:western:balkan:romania:bulgaria:turkey:includ,círculo
131,context:refer:council:document:multilater:hollow,suenan
132,ask:public:enthusiast:creation:super-minist:foreign:affair:sudden:appoint:vice-presid:commiss:appoint:presid:european:council:text:total:comprehens:hollow,suenan
133,secretari:general:ask:govern:financi:contribut:second:protect:so-cal:protect:forc,círculo
134,commiss:just:propos:commission:call:friend:benefit:advantag:new:neighbourhood:polici,círculo
135,show:succeed:project:valu:hold:dear:intern:arena:extend:prosper:solidar:secur:contin:world,círculo
136,internet:entrap:young:women:children:prostitut,circuito
137,outcom:vote:reflect:suffer:humili:daili:life:occup:squeez:checkpoint:wall:settlement:sever:critic:palestinian:politician,resuena
138,alarm:bell,sonar
139,presid:dutroux:case:brought:light:exist:intern:paedophil:reveal:complic:polit:legal:circl:belgium:crimin,políticojudiciales
140,parliament:notic:consider:willing:author:legal:social:case:serious:wonder:help,teléfono
141,presid:simpli:point:knowledg:bell:did:announc:vote:did,timbre
142,alarm:bell:propos,prevenirles
143,commission:point:part:fact:mafia-styl:discov:traffick:human:life:high:profit:enterpris:situat:did:face:past,señalara
144,commission:thank:answer:partial:satisfactori:awar:person:matter:initi:undertaken:combat:prostitut,convence
145,note:procedur:propos:commiss:financ:decommiss:wast:manag:work:research:reactor:familiar,suena
146,debat:today,tono
147,surpris:comment:wound:tone:misunderstood:unfair:answer:subject:paternalist,coloración
148,addit:condemn:terror:hollow:fail:strong:line:incid:terror:commit:israel:potenti:creat:futur:generat:terrorist:region,suenan
149,background:statement:respect:rule:law:freedom:democraci:extrem:hollow,suenan
150,von:wogau:refer:friend,círculo
151,union:absorb:enlarg:quick:smooth:possibl:issu:face:union:goal:achiev:includ:intergovernment:confer:smooth:function:institut:enlarg:union:lisbon:strategi:new:financi:perspect:complet:enlarg:friend:polici:wider:europ:polici,círculo
152,regard:stabil:need:develop:neighbourhood:polici:creat:friend:new:border:europ,círculo
153,practic:term:mean:work:follow:line:road:map:lisbon:gothenburg:agenda:solidar:countri:region:help:lag:european:citizenship:area:develop:marketplac:polit:area:extern:dimens:model:polici:choic:start:neighbour:countri:build:friend,círculo
154,technic:reason:microphon:normal:appear:red:speak:work:session,anillo
155,assum:honour:member:question:motiv:find:potato:rot:seed:potato:wale:question:direct:specif:issu,podredumbre
156,prerequisit:creation:secur:countri:region:includ:israel,cordón
157,believ:comment:meet:foreign:affair:minist:member:state:held:luxembourg:octob:particular:omin,sonó
158,listen:say:prosper:solidar:secur:nice,suena
159,organis:crime:rise:traffick:flexibl:method:rout,red
160,thank:tannock:excel:report:deal:relat:european:union:neighbour:creation:friend:european:union,círculo
161,member:reflect:debat:common:foreign:secur:polici:number:occas:said:henri:kissing:ask:european:union:want:talk:common:foreign:secur:polici,kissinger
162,urgent:need:legisl:intern:nation:level:ensur:modern:communic:network:use:support:pervert:organ:crimin,circuito
163,question:ask:europ:provid:effect:respons:need:protect:children:violenc:abduct:paedophil:internet:abus:exploit,pederastas
164,presid:debat:histor:signific:mean:santer:said:iron:surround:cap:year:final:broken,hierro
165,oper:impun:protect:friend:high:place,red
166,think:disgrac:lack:respect:hous:allow:phone:deliber,dilucidando
167,report:discoveri:cross-bord:paedophil:recal:horror,pedófilas
168,particular:concern:believ:defend:european:vinicultur:wto:round:throw:relat:environ:social:polici:american:design:origin:negoti:tabl:negoti:brand:name:instead,amparamos
