id,phrase,classes
19,second:danish:initi:framework:decis:european:union:confisc:order:second:initi:deal:marinho:just:said:mutual:recognit:confisc:order:european:union,ejecución
20,tackl:import:issu:abolit:death:penalti:sponsor:resolut:invit:state:introduc:moratorium:view:total:abolit:death:penalti:reiter:request:china:saudi:arabia:congo:iran:state:immedi:end,ejecución
21,instrument:essenti:aspect:common:immigr:polici:propos:commiss:fact:propos:commiss:present:council:tamper:mandat,ejecución
22,presid:indonesian:govern:formal:record:opposit:human:right:violat:unlaw:kill:includ:extra-judici:disappear:tortur,ejecución
23,assess:identifi:reason:underus:blame:commiss:member:state:benefit:fund:lack:transit:programm:delay:submiss:project:inadequ:coordin:poor:plan:decis,ejecución
24,regard:budget:year:note:implement:year,ejecución
25,case:commiss:want:speed:procedur:order:facilit:sincer:believ:exceed:power,ejecución
26,regrett:european:parliament:approv:path:far:accept:current:growth:payment:appropri:penalis:reduct:payment:appropri:structur:fund:financi:packag:codecis:programm:fall:short:need:financ:iraqi:reconstruct:detriment:cooper:develop:region:world,ejecución
27,present:moratorium:stone:particular:barbar:scrupul:observ:enshrin:legal:instrument,ejecución
28,took:summari:trial:lengthi:prison:sentenc:impos:number:dissid:exercis:right:freedom:speech:particip:public:affair:summari:trial:rapid:hijack:ferri:boat:breach:intern:minimum:standard:implement:death:penalti,ejecución
29,sharon:clear:intend:order:palestinian:leader,ordenar
30,accord:council:declar:european:union:consist:oppos:extrajudici,ejecución
31,apart:tradit:horizont:amend:relat:perform:facil:improv:fundament:intent:head:hold:discuss:council:fund:agenc,ejecución
32,defend:memori:thousand:tortur:murder:rememb:happen:year:summari:innoc,ejecución
33,dialogu:advoc:believ:practic:presid:wreck:govern:european:union:osvaldo:payá:elisardo:sánchez:marta:beatriz:roqu:polici:arrest:independ:journalist:raúl:rivero:current:rot:cuban:prison:polici:arrest:peac:dissid:human:right:campaign,fusilamientos
34,consist:previous:tabl:reject:budget:begin:current:financi:framework:year:later:critic:confirm:insuffici:fund:econom:social:cohes:underfund:lack:suitabl:programm:employ:social:environment:cooper:field:problem:lack:transpar:especi:budget:subordin:dictat:stabil:growth:pact:make:save:financ:enlarg:prioriti,ejecución
35,death:sentenc:affirm:suprem:court:stop:presidenti:stay,ejecución
36,actual:report:far:sentenc:death,ejecución
37,unit:state:democrat:countri:appli:death:penalti:signific:manner:await:prison,ejecución
38,year:member:parliament:know:face:budgetari:problem:relat:polit:repres,ejecución
39,deduc:figur:year:fail:budgetari:alloc:appropri:vote:final:applic:member:state:communiti:programm,ejecución
40,intensifi:effort:scrutinis:thorough:proper:direct:member:state:ensur:effect:enforc,transposición
41,date:known,ejecución
42,numer:report:warn:increas:number:leav:countri:refuge:exist:practic:tortur:summari:arbitrari:detent:imprison:inhuman:condit:guarante:legal:defenc,ejecución
43,believ:need:intervent:european:level:definit:public:polici:promot:region:social:cohes:view:prevent:phenomenon:exclus,ejecutar
44,order:prevent:danger:agre:independ:four-year:assess:laid:articl:european:parliament:regular:inform:financi:agenc:resourc,ejecución
45,general:speak:commiss:bear:mind:far:possibl:need:strengthen:implic:local:partner:financi:instrument,ejecución
46,april:justic:minist:admit:unfortun:extrajudici:carri:field:life,ejecución
47,accord:letter:decemb:new:project:valu:ecu:million:commiss:confirm:environment:impact:note:project:question:harm:environment:effect:effect:remedi:project,ejecución
48,right:regard:month:sort:stay:commiss:carri:essenti:reform,aplazamiento
49,member:state:territori:near:communiti:expenditur:recogn:union:institut:commiss:genuin:undeni:right:control:interven:run:union:resourc:given:communiti:money:miss,ejecución
50,contrari:did:geneva:death:penalti:soulier:remind:took:decis:posit:major:stanc:obtain:success:outcom:question:human:right:china:took:far:unfortun:posit:union:promot:general:assembl:unit:nation:propos:moratorium:sure:major:member:state,ejecución
51,new:guidelin:provid:reform:programm:manag:includ:simplifi:plan:report:greater:decentr:transfer:monitor:task:deleg,ejecución
52,parliament:disturb:increas:number:usa,ejecución
53,think:cast:shadow:presid:clinton,ejecución
54,regul:communiti:law:concern:case:guidelin:member:state:charg:applic:guidelin,ejecución
55,similar:mechan:appli:use:regard:aid:decis:enabl:commiss:direct:execut:decis:member:state:space:day:action:inact:result:obstacl:freedom:movement:decis:constitut:document:basi:injur:parti:nation:court:recogn:right:compens:loss:sustain:member:respons,inacciones
56,stop:state-sponsor:violenc:demand:end:human:today:human:mumia:abu-jam,ejecución
57,problem:encount:med:echo:programm:need:major:structur:answer:ensur:system:avoid:similar:situat:aris,ejecución
58,welcom:adopt:human:right:commiss:april:resolut:call:countri:abolish:death:penalti:appli:moratorium:death:penalti:view:abolit,ejecución
59,madam:presid:ask:protest:vehement:behalf:savag:brutal:public:tuesday:mother:seven:children:taliban:regim:kabul,ejecución
60,accord:amnesti:intern:prison:wait:unit:state:prison:execut:year,ejecución
61,reason:inter-american:commiss:human:right:ask:re-examin:case:issu:opinion:ask:date:set,ejecución
62,urg:presid:clinton:grant:clemenc:case:moratorium:feder,ejecución
63,china:iraq:saudi:arabia:democrat:republ:congo:unit:state:countri:took,ejecución
64,abu-jam:usa:Öçalan:turkey:abdul:achmin:sabiin:iraq:condemn,ejecución
65,avoid:turn:reason:indign:declar:wake:express:indign:carri,velatorio
66,administr:monitor:progress:actual:assign:commiss:cost:born:communiti:budget,ejecución
67,recent:form:human:right:violat:instanc:disappear:extrajudici:preced:tortur:particular:despic,ejecución
68,factor:refer:adapt:procedur:examin:test:abil:disabl:candid:access:specif:train:activ:general:employe:public:offici:reduc:abil:measur:retent:staff:suffer:incapac:work:reorganis:work:flexibl:hour:part-tim:work,desempeño
69,framework:regul:execut:agenc:defin:new:communiti:institut:oper:servic:commiss:task:manag:implement:communiti:programm:independ:commiss:behalf:includ:associ:budget:resourc,ejecución
70,second:clear:stage:prepar:general:assembl:unit:nation:possibl:adopt:resolut:moratorium,ejecución
71,van:den:berg:wish:mention:aberr:minor:physic:disabl:talk:case:innoc:condemn:death,ejecución
72,contract:matter:instanc:fall:compet:servic:europol,ejecución
73,presid:commission:ladi:gentlemen:report:discuss:confirm:concern:regard:structur:fund:period:ala:regard:new:program:period:end,ejecución
74,french:repres:jacqu:chirac:lionel:jospin:call:stay:presidenti:elect:troubl,lionel
75,amend:nos:concern:observ:legisl:social:legisl:claus:relat:contract:provis:concern:sub-contract,ejecución
76,intergovernment:confer:respond:strengthen:role:council:committe:strengthen:democrat:scrutini:exert:committe:scrutini:european:parliament:commiss:repres:possibl:scrutini:sector:assembl:nation:parliament:exert:council:repres,ejecución
77,elaps:set:programm:doubt:reason:explain:initi:figur:disappoint:cours:explan,ejecución
78,despit:fact:iranian:author:repli:commiss:stone:women:year:amnesti:intern:state:took,ejecución
79,spread:settlement:seiz:land:curfew:palestinian:imprison:villag:summari:ambul:prevent:reach:destin:women:give:birth:check:point:destruct:palestinian:author:mistak:accid,ejecución
80,moratorium:sentenc:condemn:death:achiev:prior:press:elimin:sentenc,ejecución
81,talk:poor:poor:manag,ejecución
82,allow:financ:measur:accompani:readmiss:agreement,ejecución
83,british:conserv:deleg:fulli:support:greater:cooper:judici:author:especi:judgment:servic:legal:europ,ejecución
84,clear:express:joint:concern:women:rare:men:cruel:barbar:practic:stone:sharp:rise:death:penalti:iran:past:year,ejecución
85,tortur:rape:extra-judici:disappear:everyday:occurr,ejecución
86,regard:china:strike:hard:campaign:continu:extrem:worri:have:dramat:increas:number:china:carri:relianc:insuffici:evid:summari:trial,ejecución
87,condemn:strongest:term:tibetan:lobsang:dhondup:januari:alleg:polit:crime:call:immedi:set:asid:death:sentenc:buddhist:lama:tenzin:delek,ejecución
88,bilater:contact:cuban:author:member:state:protest:strong:arrest,ejecución
89,round:condemn:recent:cuban:citizen:carri:follow:summari:trial:express:regret:moratorium:death:penalti:countri:come:end,ejecución
90,agre:commiss:overal:aspir:abolish:concentr:rule:open:busi:execut:share:trade:competit:exchang:mtfs:intern:platform:invest:firm,ejecución
91,tell:tremend:capac:absorpt:respect:today:budget:virtual,ejecución
92,januari:effort:prevent:spiritu:leader:lama:tenzin:deleg:rinpoch:did:likewis:novemb:two-year:stay:expir,expiraban
93,state:issu:stand:invit:special:rapporteur:frequent:face:obstruct:inconveni:mandat,desempeño
94,prolifer:arbitrari:imprison:tortur:stop,ejecución
95,ever-increas:flow:report:juvenil:age:sentenc:death:fact:akbar:gandji:have:arrest:year:jail:critic:condit,ejecución
96,regrett:day:unit:state:took:death:sentenc:restor,ejecución
97,took:china:iran:vietnam:unit:state,ejecución
98,abolish:state:longer,ejecuta
99,trust:futur:commiss:inspect:implement:acqui:serious,ejecución
100,intent:outset:convent:lay:clear:rule:jurisdict:procedur:decis:respect:marit:disput:involv:member,ejecución
101,tragedi:burundi:continu:total:disregard:human:right:summari:massacr:thousand:long:period,ejecución
102,henceforth:amput:stone:lot:submit:messeng:puriti,ejecución
103,accord:amnesti:intern:number:doubl:arrest:step:line:oil:worker:strike:persecut:religi:minor:continu,ejecución
104,set:exampl:bear:mind:negoti:associ:agreement:ask:moratorium:includ,ejecución
105,presid:think:resolut:import:censur:numer:hundr:hundr:year,ejecución
106,discov:inspect:member:pay:insuffici:attent:regul:undertaken:unsatisfactori:measur:guidelin:decid:charg:contravent:initi:member,traslación
107,far:phare:concern:long:project:averag:extrem:complic:control:difficult,ejecución
108,yes:mrs:kjer:hansen:pact:programm:afflict:problem:satisfi:gone:especi:know:justifi:critic:court:auditor:condit:claimabl:tighten,ejecución
109,committe:employ:social:affair:propos:fair:balanc:women:men:invit:board:expert:plan:framework:programm,encargados
110,ensur:woman:sentenc:commut:stay,ejecución
111,talk:unfortun:happen:korea:recent:practic:past:year:carri:death:sentenc:alter,ejecución
112,month:appar:seven:offici:individu:convict:iranian:court:stone:death,ejecución
113,situat:escal:summari:refuge,ejecución
114,legisl:instruct:european:parliament:respons:technic:bodi,cumplimiento
115,madam:presid:arbitrari:arrest:death:sentenc:remov:organ:terrifi:scenario:utmost:urgenc:ceas:china,ejecución
116,urg:burmes:govern:abolish:death:penalti:case:stop:follow:sentenc,ejecución
117,final:concern:financ:common:foreign:secur:polici:regard:line:urgent:action:appropri:propos:preliminari:draft:budget:increas:light:relat:swift:month,ejecución
118,increas:quantiti:oil:countri:increas:sign:peac:break:young:men:recruit:armi:troop:militari:equip:move:artifici:war:scenario:creat:summari:held:reason:understand:unit:nation:appoint:mediat:success:late:maîtr:bey,ejecución
119,question:emin:polit:concern:role:given:smes:framework:programm:individu:programm,ejecución
120,furthermor:resolut:april:commiss:call:moratorium:view:complet:abolit:death:penalti,ejecución
121,furthermor:commiss:deepli:regret:ruhu:llah:rawhani:juli,ejecución
122,fail:suffici:clear:entir:discuss:day:week:centr:issu:human:right:polici:talk:tell:budget,ejecución
123,appeal:govern:countri:saudi:arabia:turkmenistan:abolish:death:penalti:immedi:commut:decis,ejecución
124,final:european:commiss:council:insist:abolit:death:penalti:insert:special:claus:econom:polit:agreement:conclud:countri:promot:immedi:worldwid:moratorium:death:penalti:eventu:abolish:countri:world,ejecución
125,shock:produc:public:opinion:result:power:intern:mobilis:parliament:took:prevent:implement:order:sign:june,ejecución
126,turkey:great:deal:pressur:exert:parti:group:turkish:societi:demand:Öçalan,ejecución
127,wish:betray:confidenti:far:say:impress:proceed:strasbourg:way:turkish:govern:doe:want:circumst:decis:strategi:gain:proceed:strasbourg:abolish:capit:punish:turkey,ejecución
128,articl:treati:requir:commiss:appropri:step:parliament:observ:concern:expenditur,ejecución
129,result:individu:crime:commit:hong:kong:capit:punish:ban,ejecución
130,error:democraci:defenc:human:right:human:digniti:accept,ejecución
131,presid:eighty-f:percent:took:countri:china:iran:saudi:arabia:democrat:republ:congo:unit:state,ejecución
132,equal:critic:tone:public:so-cal:collabor:palestinian:author:miss:document,ejecución
133,need:look:report:amnesti:intern:extrajudici:systemat:tortur:murder:civilian:destruct:villag:suffer:cabinda,ejecución
134,second:law:requir:judg:overse:sentenc,penitenciaria
135,amend:seek:delet:articl:accept:commiss:programm:difficult,ejecución
136,add:european:parliament:grant:discharg:execut:agenc:administr:oper:resourc,ejecución
137,worst:far:china:year,ajusticiado
138,octob:commiss:propos:draft:regul:european:parliament:council:approxim:air:transport:secur:safeti:standard:european:union:commiss:power:inspect:order:ensur:standard:appli,ejecución
139,regard:object:common:strategi:mention:laudabl:cours:aim:implement:euro-latin:american:area:peac:stabil:addit:sign:peac:charter:task:opinion:difficult:achiev:difficult:reach:equival:object:sought:barcelona:euro-mediterranean:cooper:far:possibl:solv:middl:east:conflict,realización
140,area:obvious:improv:current:extradit:procedur:deduct:detent:enforc:european:arrest:warrant:execut:prison:sentenc:hand:receiv,ejecución
141,servic:compar:work:art:product:mind:confus:mere,ejecución
142,practic:implement:structur:fund:aim:effect:result-ori:appropri:project:accord:timet:optimum:project,ejecución
143,general:forecast:includ:council:exceed:ceil:financi:perspect:eur:million:contribut:growth:budget:council:ask:cut:criticis:bad:polici,ejecución
144,american:argument:summit:children:safeguard:prevent:judici:minor:texa:offend:european:concept:justic:just:treatment:taliban:prison:shibarghan:camp:northern:afghanistan:violat:geneva:convent,ejecución
145,reason:amend:nos:exampl:accept:allow:respons:share:authoris:offic:account:offic,compartiera
146,true:phase:deleg:phase:argu:fall:govern:member:state:parliament:involv:phase:outsid:actual:control,ejecución
147,refer:improv:budget,ejecución
148,concili:set:resolv:conflict:commiss:member:state:accredit:pay:agenc:respons:payment:member:state:introduc,ejecución
149,texa:author:press:ahead:schedul:despit:fact:number:key:legal:appeal:heard:texa:crimin:court:appeal,ejecución
150,european:union:demand:regim:end:climat:impun:appli:guilti:tortur:forc:labour:deport:unlaw,ejecución
151,presid:die:conflict:kill:war:fratricid:poverti:half:million:inhabit:half:dispers:rape:summari:enforc:conscript:children:armi:militari:group,ejecución
152,past:day:report:gone:hide:follow:massacr:bunia,ejecución
153,complex:issu:controversi:point:award:design:contract:joint:appreci:appreci:specif:categori:contract:hard:fast:rule,ejecución
154,expect:trichet:continu:follow:line:futur:consist:come:rule:speak:clear:matter:pari,ejecución
155,hope:italian:presid:european:union:respect:union:posit:fail:muster:courag:propos:moratorium:junctur:see:approach:chosen:adopt:scientif:research:concern:boycott:busquin:propos,ejecución
156,articl:new:financi:regul:approv:year:lay:relat:institut:prerog:pilot:project:preparatori:action:oper:appropri:institut:oper:expens:requir:basic:instrument,ejecución
157,president-in-offic:council:natur:support:carri:cuban:govern,ejecución
158,end:polici:continu:build:wall:occupi:territori:order:extra-judici:furthermor:withdraw:gaza:current:isra:govern:clear:commit,ejecución
159,great:project:trans-european:transport:network:suffer:lack:fund,realización
160,tell:respect:human:right:know:talk:respect:human:right:american:apart:entir:world:iraq:typic:exampl:trampl:human:right:countri:daili:keep:patriot:crime:uncov:terrorist:cuba:leader:organis:usa:unaccept:condit,ejecución
161,call:forth:protest:world:resolut:hous:beij:ignor,ejecución
162,point:view:wonder:wise:expos:treati:seri:public:referenda,ejecución
163,fulli:support:condemn:iran:resolut:brutal:human:right:track:record:includ:minor:sexual:chastiti:offenc,ejecución
164,commiss:council:plead:vietnames:author:total:abolit:death:penalti:anticip:european:union:plead:ban:reduc:number:offenc:lead:death:penalti,ejecución
165,second:taken:month:follow:unfortun:incid:involv:brazilian:nation:london,ejecución
166,novemb:commiss:alter:figur:basi:news:budgetari:reach:member:state:end:fund:requir:turn:surplus,ejecución
167,final:word:direct:market:financi:instrument:mifid:regul:import:asset:manag:busi:accept:order:connect:undertak:collect:invest,ejecución
168,listen:answer:president-in-offic:remind:case:trade:link:human:right:abus:involuntari:remov:organ:prison:china,ejecutados
169,presid:written:declar:communist:daniel:strož:accus:estonian:mass:jewish:second:world:war,ejecución
170,whilst:short:term:urgent:need:independ:commiss:investig:recent:disappear:abduct:extra-judici:long:term:repeat:hous:resolut:wide-rang:human:right:agreement:parti:involv:civil:war:facilit:effect:independ:intern:monitor:mission,ejecución
171,realli:quit:unaccept:way:work:year:applic:use:pretext:judg:philosophi:lie:structur:fund:role:play:pursuit:object:econom:social:cohes,ejecución
172,arrang:dealt:commiss:term:deserv:propos:report:agreement:committe:social:affair,ejecución
173,madam:presid:european:parliament:reason:confid:member:govern:remind:parliament:wish:resolut:meet:commiss:human:right:demand:univers:countri:moratorium,ejecución
174,quit:effect:permit:commiss:parliament:detail:discuss:note:today,ejecución
175,budget:end:septemb:exceed:level:previous:year:regard:payment:appropri,ejecución
176,separ:power:clear:separ:power:appoint:integr:object:independ:act:judg:appoint:mandat,ejercicio
177,unabl:perform:task:control:fall:creation:mean:coordin:seen:commiss:parliament:opinion:consist:european:parliament:task:direct:control,ejecución
178,work:framework:campaign:set:univers:moratorium,ejecución
179,american:texa:author:commut:sentenc:stay,ejecución
180,presid:year:ken:saro-wiwa:son:ken:came:brussel:day:later:generat:total:absolut:support:hous:return:democraci:human:right:nigeria:forc:ask:european:parliament:condemn:abacha:regim:continu:disregard:principl,ejecución
181,think:detect:hint:liber:gestur:good:begin:kind:democrat:teheran:immedi:carri:new:arrest:new:fatwa:new:contradict:forecast:mistaken:natur:regim:profound:hostil:humanist:valu,ejecución
182,delic:matter:first:creation:osc:inspect:advisori:minsk:field:plan:principl:end:februari:mandat:second:possibl:adopt:belorussian:author:taci:programm:develop:civil:societi:expect:principl:march,cumplimiento
183,conclud:point:connect:report:order:enhanc:relat:countri:outsid:import:multilater:bilater:treati:convent:transfer:judgement:sign:judici:cooper:countri:outsid:union:fine-tun,wots
184,happen:year:protest:just:hous:western:govern:leader:state:desir:effect:postpon:postpon,ejecución
185,respect:council:concern:alleg:arbitrari:arbitrari:detent:tortur:urg:algerian:author:redress:issu,ejecución
186,resolut:commit:state:abolish:death:penalti:quot:gradual:limit:number:offenc:carri:death:penalti:impos:moratorium:view:final:abolit:death:penalti:public:inform:applic:penalti,ejecución
187,presid:call:death:sentenc:rocco:derek:barnabei:carri:octob:american:virginia:commut:stay:grant,ejecución
188,period:kaleidoscop:provid:support:cultur:project:develop:involv:cultur:institut:member:state:european:free:trade:associ:countri:central:eastern:europ,realización
189,appropri:phare:taci:programm:central:eastern:europ:mediterranean:countri:show:satisfactori:level,desembolsaron
190,unit:state:author:texa:abolish:death:penalti:immedi:sign:worldwid:moratorium:death:sentenc,ejecución
191,commiss:great:concern:rise:number:take:unit:state,ejecución
192,chanc:turkey:allow:regard:posit:vote:victori:ratif:current:polici:arbitrari:attack:freedom:express,ejecución
193,imprison:disappear:tortur:everyday:featur:turkish:warfar:thousand:villag:burn:million:refuge:homeless,ejecución
194,presid:believ:particular:import:debat:budget:amend:approv:committe:support:commiss:ask:campaign:action:favour:moratorium:long:term:abolit:death:penalti,ejecución
195,have:spent:year:death:row:moumia:merci:order:governor:pennsylvania:legal:sign,ejecución
196,want:member:exempt:monitor:subject:sort:question:regard:activ:includ:activ:member:parliament:mandat:afraid:agreement:allow:uncertainti:remain:entail:precis:parallel:natur:role:proceed:over-hasti:way:just:event:recent:month:step,ejercicio
197,presid:point:just:yesterday:strasbourg:european:court:human:right:accept:request:stay:Öçalan:whilst:examin:case,ejecución
198,congratul:servic:commiss:evalu:control:monitor:life:programm:provid:reason:guarante:regard:select:project,ejecución
199,need:simpler:administr:strateg:approach:rapid:programm:actual:benefit:medium-s:enterpris:consult:firm:financi:broker,ejecución
200,parliament:propos:previous:stage:procedur:numer:amend:council:commiss:accept:say:fair:recognis:commiss:manag:previous:programm:high:level:good:result:meant:rapporteur:support:committe:develop:cooper:persuad:council:need:maintain:programm:suffici:degre:fund:guarante:success,ejecución
201,meantim:continu:support:campaign:design:achiev:moratorium:death:penalti:eventu:abolit:capit:punish:world,ejecución
202,cours:moratorium:prevent:arbitrari:taken:recent:year:iraq:thousand:taken:china:countri:especi:unit:state:great:democraci:exercis:death:penalti:stubborn:pride:long:labour:mobilis:public:opinion:moratorium:have:slight:effect,ejecución
203,nineteen:year:abolit:death:penalti:franc:initi:current:taken:favour:nation:day:institut:univers:moratorium:capit,ejecución
204,burma:member:asean:number:year:absolut:evid:date:show:improv:end:forc:labour:suppress:free:speech:free:movement,ejecución
205,note:concern:continu:difficulti:regard:restrict:freedom:tortur:discrimin:direct:religi:minor:women,ejecución
206,let:equal:clear:deepli:concern:kill:isra:civilian:palestinian:recent:palestinian,ejecución
207,order:guarante:futur:programm:determin:guidelin:scope:shall:soon:begin:draft:new:decis:programm:onward:wijkman:opinion:given:report:discuss:obvious:taken:consider,ejecución
208,mean:commiss:respons:budget:articl:treati:retain:qualif,ejecución
209,propos:seek:facilit:possibl:sentenc:countri:arrest:like:success:reintegr:societi,ejecución
210,presid:move:ahead:compromis:propos:assum:arrest:warrant:offenc:includ:posit:list:doe:requir:doubl:jeopardi:verif,ejecución
211,equal:european:union:leader:right:israel:withdraw:militari:forc:stop:extra-judici:lift:closur:restrict:palestinian:free:settlement:end:oper:direct:palestinian:infrastructur,ejecución
212,consider:basi:amend:make:possibl:award:contract:design:work:separ:requir:justif:produc:mix:contract:award:amend:clear:defin:meant:preliminari:project:paper:final:project:paper:execut:project:paper,ejecución
213,costa:neve:report:budget:propos:real:altern:improv:budgetari:commiss:member:state:want:result:year,ejecución
214,result:limit:laid:rule:procedur:dwell:death:sentenc:stone:impos:safiya:husseini:nigeria:iranian:women:public:flog:women:photograph:lynch:seen:did:arriv:prevent:stone:maryam:ayoubi:year,apedreada
215,burmes:armi:continu:perpetr:gross:human:right:abus:ethnic:civilian:group:includ:beat:rape:destruct:food:suppli:forc:reloc:tortur:forc:labour:extra-judici:summari:disappear,ejecución
216,true:attack:take:true:summari:chang:month:mukata:agreement:issu:solut:problem:church:nativ:import:issu,ejecución
217,mrs:boumediene-thieri:behalf:vert:ale:stone:iran,ejecución
218,despit:visit:european:deleg:connect:human:right:public:septemb,ejecución
219,specif:hand:state:global:coordin:hand:eurocontrol,ejecución
220,stop:suspend:activ:surround:settlement:construct:shame:so-cal:secur:wall,ejecución
221,work:programm:year:green:paper:approxim:recognit:crimin:sanction:european:union,ejecución
222,clear:extend:limit:end:januari:transit:measur:doe:allow:basic:instrument:approv,ejecutar
223,know:violat:fundament:freedom:tortur:arbitrari:imprison:chines:author:respect:minor:occur:countri:world,ejecución
224,pleas:element:european:parliament:read:amend:includ:best:provis:particular:proportion:pragmat:approach:best:recognis:object:standard:absolut:standard,ejecución
225,presid:cours:right:european:council:condemn:israel:unlaw:hama:leader:sheik:yassin,ejecución
226,children:death:penalti:toler,ejecución
227,order:achiev:aim:essenti:polit:prison:prison:conscienc:castro:jail:releas:immedi:tortur:dissid:ceas:immedi:free:dialogu:parti:recognit:regim:isol:brave:cuba:call:freedom,ejecución
228,europ:tell:israel:requir:return:polit:dialogu:respit:hostil:suicid:bomb:collect:punish:select,ejecución
229,word:mrs:ferrero-waldn:seiz:commiss:willing:collabor:hold:in-depth:dialogu:general:guidelin:project,ejecución
230,parliament:right:polit:spectrum:reason:indign:death:penalti:certain:polit:instrument:hope:prevent:week:respect:influenti:buddhist:lama,ejecución
231,quit:apart:unaccept:death:sentenc:carri:particular:juvenil:mental:handicap:confirm:stone:past:reviv,lapidaciones
232,chang:penal:code:stone:prohibit:ban:inadequ:implement,lapidación
233,china:world:leader:come:death:sentenc:doe:appear:stop:member:state:push:asid:major:ethic:principl:keep:quiet:human:right:chines:leader:come:visit:europ,ejecución
234,particular:welcom:principl:non-discrimin:reciproc:possibl:joint:review:undertak:fact:data:transfer:limit:push:set:posit:exampl:similar:agreement:usa,ejecución
235,presid:ladi:gentlemen:initi:intend:prevent:philippin:francisco:larrañaga:young:european:spanish:nation,muerte
236,lao:report:past:year:death:penalti:forc:seven:includ:woman:sentenc:death,ejecución
237,countri:death:sentenc:remain:countri:effect:abolish:year:remain:statut:book,ejecución
238,best:requir:asset:manag:distinct:broker:recognis:commiss:implement:measur:current:review:european:parliament:european:secur:committe,ejecución
239,welcom:general:plan:year,ejecutará
240,european:parliament:posit:modifi:commiss:propos:includ:signific:compon:network:baltic:sea:pay:special:attent:relationship:euro-mediterranean:associ:agreement:energi:sector:incorpor:compromis:hierarchis:secur:financi:prospect:common:project:guarante,ejecución
241,believ:lack:effect:coordin:programm:polici,ejecución
242,context:sem:effort:improv:cooper:member:state:budget:forecast,ejecución
243,delay:agreement:member:state:object:meant:rate:drew:close:later,ejecución
244,just:year:violenc:persecut:corrupt:wipe:replac:violenc:definit:excess:unfortun:legitim:violenc:replac:prioriti:judg:violenc:said,ejecución
245,war:conquest:vietnames:communism:kill:million:mass:death:camp:flight:boat,ejecución
246,necessari:order:obtain:better:condit:competit:view:complet:intern:market:commiss:look:implement:direct,ejecución
247,threaten:coincident:european:citizen:fell:love:woman,ejecución
248,month:estim:taken:public:week,ejecución
249,june:parliamentari:deleg:meet:american:congressmen:houston:texa:near:huntsvill:known:execut:capit:usa:possibl:human:includ:woman:brought:follow:conclus:albeit:foregon:interparliamentari:exchang:atlant,patíbulo
250,number:death:sentenc:method:use:treat:secret,ajusticiamientos
251,nation:deleg:power:brussel:monitor,ejecución
252,fortun:legisl:european:voluntari:servic:conclud:year:programm:resum:short,ejecución
253,hope:later:report:note:better:project:implement:project:mention:improv,firmente
254,centralis:level:decis:taken:entir:extent:left:nation:central:bank:close:watch:eye:guidanc:ecb,ejecución
255,fortun:great:deal:critic:voic:palestinian:communiti:hope:critic:home:abroad:persuad:arafat:support:allow:appropri:chang:legisl,ejecución
256,presid:human:right:doubt:pride:centuri:emerg:clear:revisit:question:punctuat:human:histori:socrat:ponder:night:preced:just,ejecución
257,demonstr:stand:taken:resolut:pass:hous:help:prevent,ejecución
258,nonetheless:given:except:polit:social:circumst:prevail:bosnia-herzegovina:present:commiss:compet:bodi:parliament:council:regular:inform:develop:includ:actual:assist:programm:think:honour:member:particular:emphasis,ejecución
259,relat:foreign:polici:polici:unit:nation:european:union:progress:speak:key:issu:ratif:statut:perman:crimin:court:moratorium:capit:request:vote:unit:nation:commiss:geneva,pedida
