id,phrase,classes
117,result:year:previous:secret:negoti:lead:britain:entri:common:market:releas:document:relat:establish:common:fisheri:polici,unterlagen
118,furthermor:point:commiss:make:statement:intent:regard:good:govern:green:complet:lack:consult:profess,grünbuch
119,believ:need:comprehens:approach:look:forward:commiss:white:subject,weißbuch
120,commiss:view:laid:white:govern:articl:ought:chang,weißbuch
121,import:stage:new:european:union:come:think:manag:specifi:pencil:use:entranc:architect:appoint:road:standardis:financi:servic,papier
122,number:propos:improv:situat:white:govern:european:union:laeken:communic:improv:simplifi:regulatori:environ,weißbuch
123,understood:commiss:white:food:safeti:european:food:author:legisl:food:safeti:feed:revis:legisl:period,weißbuch
124,field:social:inclus:despit:mile:use:subject:despit:nation:inclus:plan:countless:declar:intent:problem:grow:wors:result:slowdown:econom:insist:privatis:fundament:sector:public:servic:essenti:genuin:polici:social:inclus:addit:fact:financi:resourc:ground,papier
125,awar:conserv:forc:protect:worker:afford:protect:practic,papier
126,public:impress:data:protect:supervisor:tiger:trust:european:union,zahnloser
127,want:provis:capabl:compli:need:green:plan:good:medium-s:enterpris:pay:wage,grünbuch
128,given:financi:clout:industri:turnov:excess:eur:billion:vital:contribut:food:suppli:surpris:respect:fischler:green:futur:common:fisheri:polici:pay:scant:attent:sector:especi:statist:follow,grünbuch
129,intend:launch:broad:consult:procedur:aspect:global:immigr:polici:soon:basi:green:polici:repatri:illeg:resid:commiss:adopt:yesterday,grünbuches
130,new:white:youth:polici:meant:point:way:new:kind:european:cooper:youth:sphere,weißbuch
131,glad:fight:racism:given:import:white,weißbuch
132,meet:audienc:meet:attract:attent:feel:internet:repres:inexpens:opportun:retriev:fundament:democrat:principl:publicis:meet:know:public:theori,papier
133,propos:commit:given:white:food:safeti,weißbuch
134,countri:strategi:consult:bodi:present:countri:obligatori,länderstrategiepapiere
135,recognis:lack:knowledg:regard:fish:stock:fact:admit:commiss:green:voluntari:plan:provid:consider:develop:independ:research:commiss:close:cooper:profession:scientist,grünbuch
136,half:amend:suggest:committe:region:polici:transport:tourism:good:propos:improv:commiss:propos:reinforc:prioriti:set:white:aim:promot:short-dist:sea:transport:inland:waterway:transport:integr:system:rail:transport,weißbuch
137,madam:presid:green:present:compani:societi:real:challeng:aim:doe:inform:effort:improv:econom:perform:updat:social:model:promot:european:valu:social:solidar:respons,grünbuch
138,instead:vigor:debat:chamber:quick:respons:opposit:seri:long:monologu:read:written:advanc:today,entgegnung
139,item:commiss:communic:green:consum:protect:contamin:food:nitrofen,grünbuch
140,presid:commission:normal:prais:commiss:occas:wish:view:green:follow-up:green:refer:view:fact:soon:opportun:cooper:enforc:sector:matter:consum:protect,grünbuch
141,stake:strengthen:fortress:europ:urgent:necessari:combat:traffick:mafia:secreci:polici:open:frontier:normalis:status:give:nation:foreign:equal:civic:social:right,aufenthaltspapier
142,presid:commission:ladi:gentlemen:direct:respond:commiss:communic:green:resolut:parliament,grünbuch
143,have:object:white:food:safeti:year:thought:long:hard,weißbuch
144,presid:thank:european:parliament:support:given:commiss:green:review:merger:regul,grünbuch
145,despit:reject:green:wors,grünbuch
146,say:pre-empt:discuss:white:integr:product:polici,weißbuch
147,expect:vote:held:debat:green:consum:protect,grünbuch
148,communist:parti:greec:radic:oppos:bologna:privat:univers:intervent:green:so-cal:european:area:higher:educ:cours:creation:seat:european:univers:erad:independ:free:circul:idea,grünbuch
149,endors:propos:commiss:draft:green:higher:educ:order:launch:known:bologna,grünbuch
150,motorway:sea:given:separ:mention:white:transport:natur:includ:regul,weißbuch
151,draw:long:list:quantit:object:cover:conceiv:aspect:measur:success:term:report:generat:clarifi:object:ensur:good:communic,papier
152,work:hard:demonstr:action:actual:achiev:object:set:white:renew:energi:sourc,weißbuch
153,initi:arisen:context:debat:green:furthermor:respond:wish:parliament:conclus:council:demand:action:improv:energi:effici:specif:build:aim:take:advantag:potenti:energi:save,grünbuch
154,bond:committe:doe:deal:legisl:area:turco:talk:justic:intern:affair,papier
155,commiss:undertak:bring:forward:white:updat:communic:light:technolog:chang:develop:industri,weißbuch
156,did:year:commiss:forward:green:plural:intern:market:propos:drew:preliminari:draft:direct:harmonis:nation:legisl:media:ownership,grünbuch
157,good-neighbour:polici:remain:just:word:european:union:develop:proper:practic:polici:goal,papier
158,look:forward:great:presid:commiss:green:servic:general:genuin:hope:possibl:discuss:parliament:chairman:barón:crespo,grünbuch
159,presid:welcom:programm:present:today:express:alarm:page:key:initi:sustain:inclus:economi:mountain:labour:promis:produc:green:public:servic:servic:econom,grünbuch
160,launch:consult:intend:build:result:consult:green,grünbuch
161,talk:exampl:constitut:text:constitut,papier
162,regard:timet:green:adopt:march:conclus:drawn:end:year,grünbuch
163,urgent:need:framework:direct:green,grünbuch
164,presid:commission:white:transport:date:septemb:appear:spent:analys:import:report:sent:commiss,weißbuch
165,propos:parliament:creation:european:safeti:agenc:road:miss:white:transport:hope:receiv:problem:relat:safeti:sea:railway,weißbuch
166,includ:relat:white:train:perform:depend:knowledg:research:growth:depend:innov:transport:sustain:develop:depend:transport,weißbuch
167,presid:commission:ladi:gentlemen:white:contain:number:point:great:direct:itali:issu:alpin:pass:financ:major:infrastructur:work:restor:balanc:mode:transport:sustain:cohes:europ,weißbuch
168,propos:white:involv:rebalanc:differ:mode:transport:develop:high:rail:servic:promot:short:sea:cross:inland:waterway:combin:transport:promot:fair:competit:sector,weißbuch
169,good:propos:white:unfortun:contain:serious:mistaken:evalu,weißbuch
170,door:open:council:turn:deaf:ear:fundament:demand:appeal:repres:transport:white:come:decis:creat:genuin:european:polici:view:european:polici:effect:synergi:respond:retic:say:european:safeti:agenc:cost:money:european:transport:fund:use:believ:intermod:port,weißbuch
171,commiss:independ:consult:carri:impact:assess:legisl:option:set:green,grünbuch
172,know:commiss:green:fair:commerci:practic:intend:stimul:debat:possibl:improv:oper:intern:market:field:electron:commerc:busi:oper:consum,grünbuch
173,stimul:debat:possibl:improv:oper:intern:market:green:extrem:opportun,grünbuch
174,press:forward:undaunt:just:press:forward:work:announc:week:wider:europ,mitteilung
175,appeal:council:convent:need:green,grünbücher
176,report:context:point:talk:establish:european:parliament:posit:relat:commiss:green:european:financi:prosecutor,grünbuch
177,presid:theato:report:commiss:green:protect:communiti:financi:interest:creation:european:public:prosecutor:lot:prepar:long:debat,grünbuch
178,white:reform:produc:year:commiss:list:measur:necessari:complet:reform:commiss,weißbuch
179,initi:approach:emerg:consult:green:converg:favour:definit:space:polici:european:union:applic:mean:ambiti:space:programm,grünbuch
180,good:intent:communic:practic:allow:remain:mere:theori,papier
181,magnific:produc:subject:simpli,dokument
182,far:concern:traceabl:instead:factual:traceabl:mistak,nachweisbarkeit
183,said:nice:friend:thing:easili:copi:daili,tageszeitung
184,grate:confirm:govern:issu:entitl:environ:opportun:envisag:italian:presid:month:limit:environment:legisl:downgrad,papier
185,agre:white:have:particip:debat:hous:ten:time:year:member:anticip:conclus:approach:just:short:term:longer:term:context:caution:order,weißbuch
186,end:accord:data:white:transport:railway:ship:absorb:extra:term:tonn:good:kilometr:current:doe:trend:increas:mean:total:increas:capac:traffic:believ:financ:reduc:budget,weißbuch
187,let:finish:repeat:said:commiss:publish:consult:juli,konsultationspapiers
188,evolut:discuss:taken:commission:kinnock:reform:programm:white:govern:prodi,weißbuch
189,mean:procedur:simplifi:need:respons:offici,papier
190,pithi:strategi:programm:written:cours:doe:blush,papier
191,believ:beneficiari:fund:oblig:indic:promin:websit:annual:report:head:fact:receipt:grant,briefbogen
192,presid:taken:floor:stress:import:green:feel:duti:congratul:commission:vitorino:contribut:green:build:area:freedom:justic,grünbuch
193,provid:vote:favour:regard:green:tomorrow:guarante:turco:framework:decis:arriv,grünbuch
194,parliament:agre:posit:favour:simpler:rule:procedur:make:sens:technic:legal:regul:work:countri:strategi:nation:indic:programm,länderstrategiepapieren
195,presid:so-cal:nuclear:packag:debat:tonight:devis:respons:enlarg:union:green:safeti:energi:suppli,grünbuch
196,item:report:herzog:behalf:committe:econom:monetari:affair:green:servic:general:com:ini,grünbuch
197,commission:lami:just:given:wonder:list:option:avail:framework:direct:white:guidelin:exempt:notif:coher,weißbuch
198,end:debat:debat:green:begin:think:fair:long:debat,grünbuch
199,debat:herzog:report:green:servic:general:water:committe:econom:monetari:affair:reiter:need:adopt:propos:acknowledg:import:high-qual:public:servic:guarante:citizen:right:access:servic:whilst:respect:specif:characterist:countri,grünbuch
200,regard:follow:green:need:debat:commiss:natur:propos:forward,grünbuch
201,rais:number:point:white:bodrato:resolut,weißbuch
202,commiss:intend:publish:work:pandem:influenza:prepared:respons:plan:set:seri:step:taken:member:state:european:communiti:address:threat:avian:influenza:pandem,arbeitspapier
203,read:schiphol:amsterdam:disinfect:mat:europ,zeitung
204,respond:coher:consult:propos:compens:white:ask:present:april,weißbuch
205,confus:commiss:green:complet:vagu:fundament:issu:fund:just:week:end:debat:tell:organis:consult:fund,grünbuch
206,andean:communiti:project:statist:custom:competit:trade-rel:technic:assist:worth:eur:million:implement:plan:strengthen:cooper:forthcom:revis:region:strategi:eur:million:econom:region:integr:object,strategiepapier
207,mrs:thor:earlier:contribut:refer:near:complet:work:undertak:necess:legisl:refer:white:food:safeti,weißbuch
208,thing:mean:grant:offici:deni:european:union,papier
209,intervent:basi:joint:agre:countri:strategi:communiti:plan:particip:acp:countri:serious,länderstrategiepapiere
210,broad:demonstr:stabil:growth:pact:slow:continu:slow:growth:europ,gutachten
211,blank:spoil:ballot:shall:taken:consider:purpos:count:vote:cast,stimmzettel
212,debat:take:worst:possibl:committe:transport:tourism:plenari:posit:consid:icao:posit,positionspapier
213,true:say:scholar:pedagogu:phd:student:difficulti:find:issu:possibl:slip:piec:tissu:high:repres:said:year:said,spitzfindigsten
214,day:regrett:fact:ukrain:ground:rule:democraci:rule:law:exist,papier
215,excel:commend:barroso,papier
216,slight:differ:note:notic:green:litter:great:question,grünbuch
217,import:note:propos:doe:prejudg:work:outcom:specif:communiti:initi:follow-up:white:servic:general,weißbuch
218,week:justic:home:affair:council:hold:debat:commiss:green:present:hous:fellow:commission:frattini,grünbuch
219,dismay:complet:intern:market:rank:prioriti:origin:page:devot:volumin:document,dokument
220,envisag:commiss:carri:studi:produc:green:show:effect:market:mechan:monetari:financi:sphere:china,grünbuch
221,despit:good:word:good:intent:separ:conclus:saw:weekend:read:britain:seen:news:media:day:brown:said:speech:night,zeitung
222,yesterday:commiss:took:import:courag:decis:green:energi:effici:new:sugar:market:reform:show:way:common:agricultur:polici:reform,grünbuch
223,end:receiv:posit:chamber:commerc:industri:munich:upper:bavaria,oberbayern
224,hand:unit:state:america:clear:concis:constitut:run:just:page:amend:need:past:year,zusatzartikel
225,step:white:communic:meant:engag:stakehold:institut,weißbuch
226,inform:servic:current:prepar:work:citi:contribut:growth:job:region,arbeitspapier
227,complement:communiti:strategi:guidelin:present:inform:ministeri:meet:sustain:communiti:bristol:decemb:year,dokument
228,drawn:agre:strong:valu:white:bring:wait:order:incorpor:dimens:nation:strateg:plan,weißbuch
229,wish:end:ask:council:repres:current:look:piec:immens:consid:serious:effect:intoler:reduct:fund:dedic:technolog:research:innov:seventh:framework:programm:given:current:circumst,papier
230,look:forward:extens:exchang:view:work:citi:honour:member:parliament,arbeitsdokument
231,curious:green:avail:contain:certain:subject:vigor:debat,grünbuch
232,white:european:govern:state:european:regulatori:agenc:help:implement:appli:communiti:principl:effect:role:play:check:carri:consider:signific:polit:institut:term,weißbuch
233,honour:member:doubt:awar:council:activ:consid:issu:commiss:produc:staff:work:technic:aspect:request:council,arbeitspapier
234,energi:servic:direct:hope:agre:end:year:expect:provid:challeng:step:commiss:green:energi:effici:publish:end:june:set:futur:blueprint:europ:energi:effici:strategi,grünbuch
235,mrs:beckett:said:commiss:adopt:green:energi:effici,grünbuch
236,desir:repeat:right:thing:said:futur:europ:commiss:globalis:crucial:accept:heart:globalis:fact:world:hand:globalis:just:endur:shape:mean:polit,auswüchse
237,awar:think:parliament:offer:effect:help:connect:propos:current:debat:council:quick:implement:plan:plan:doe:word:plan:compris:genuin:tangibl:commit:exampl:joint:countri:strategi:member:state:commiss,länderstrategiepapier
238,forget:piec:determin:polit:econom:situat,papier
239,welcom:work:carri:parliament:react:commiss:white:octob,weißbuch
240,tabl:option:month,optionspapier
241,presid:tabl:option:improv:council:transpar:novemb,optionspapier
242,basic:report:attempt:introduc:door:aspect:reactionari:european:constitut:reject:peopl:taxat:european:citizen:direct:strengthen:european:parti:supran:ballot:forth,stimmzettel
243,clear:develop:common:approach:extern:energi:dimens:fundament:element:green,grünbuch
244,white:underlin:import:develop:true:european:polit:cultur:pan-european:polit:group:pan-european:media:fora:meet:place:citizen:meet:discuss:issu:common,weißbuch
245,date:frequent:case:fine:word:european:parliament:resolut:defenc:human:right:simpli:remain,papier
246,draft:green:incred:scant:refer:renew:energi:sourc,grünbuch
247,commiss:complet:work:green,grünbuch
248,european:public:promis:growth:job:let:pull:wool:eye:wait,papier
249,concept:freedom:underpin:european:union:sad:exist,papier
250,restructur:panacea:enabl:today:busi:depict:world:success:stori:rate,papier
251,solidar:inalien:highlight:effect:green,grünbuch
252,european:union:leader:recent:back:green:suggest:develop:gas:electr:interconnect,grünbuch
253,look:transport:sector:feel:actual:ought:rewrit:delor:white:view:transposit:deficit:area:face:invest:progress,weißbuch
254,situat:posit:cri:new:joint:effort:europ:commiss:first-class:job:prepar:ground:green:council:taken:board:defin:object:secur:suppli:competit:industri:improv:environment,grünbuch
255,european:council:acknowledg:conclus:except:import:creat:favour:entrepreneuri:environ:prais:medium-s:enterpris:backbon:european:economi:speak:need:support:support:entrepreneurship:general:unfortun:exercis,papier
256,commiss:believ:ucit:green:respons:includ:parliament:report:underlin:import:measur:effect:area,ogaw-grünbuch
257,conclud:express:wish:experi:marco:polo:improv:marco:polo:look:review:white:transport:hope:success:achiev:programm:help:maintain:firm:commit:modal:shift:road:sustain:mode:transport:logist:obvious:key,weißbuch
258,commission:borg:present:green:european:union:futur:maritim:polici:week:emphasis:essenti:need:know:ocean:work:insist:new:fisheri:manag:measur:implement:know:ecosystem:work:differ:econom:activ:affect,grünbuch
259,sign:protest:affair:greatest:respect:rapporteur:reluct:vote:favour:report:substanc:exercis,papierverschwendung
260,respons:green:commiss:parliament:today:adopt:own-in:report:offer:vision:measur:implement:combat:discrimin:societi:workplac,grünbuch
261,refer:rack:white:present:week:set:sheer:specul,weißbuch
262,sharehold:share:enterpris:simpli:piec:invest,papier
263,green:employ:law:order:abolish:legal:right:won:working-class:movement:struggl,grünbuch
264,target:realis:produc:smoke-fre:environ:european:union,rauchfreien
265,respons:number:posit:adopt:entrepreneurship:europ:green:commiss:expand:entrepreneurship:plan:includ:prioriti:measur:busi:insolv:specif:object,grünbuch
266,exact:debat:green:ensur:open:area:focus:major:problem:stigma:discrimin:exchang:best:practic:epidemiolog:figur:area,grünbuch
267,analys:natur:size:respons:futur:intern:engag:set:role:status:settlement:practic:mean:realis:kosovo:futur:european:perspect,papier
268,item:report:rapkay:behalf:committe:econom:monetari:affair:commiss:white:servic:general:ini,weißbuch
269,commiss:publish:white:servic:general:intens:debat:ensu:role:european:union:play:regard:servic,weißbuch
270,turkey:reform:need:exist:celebr:suppos:progress,papier
271,typic:turkey:ask:mep:kind:polit:sens:continu:crack,gefälligst
272,commiss:draft:green:futur:common:european:asylum,grünbuch
273,finnish:presid:stress:vital:import:transpar:propos:activ:forward:debat:transpar:basi:green,grünbuch
274,doubt:matter:european:countri:mass:regularis:foreign:demonstr:led:huge:number:new:illeg:migrant:arriv:contin,papier
275,draftsman:opinion:committe:transport:tourism:commiss:white:servic:general:sgis:fought:follow,weißbuch
276,unemploy:emphas:need:implement:aspect:delor:white:develop:employ:pact:social:partner:propos:commiss:consequ:revis:financi:perspect,weißbuch
277,madam:presid:lose:sight:oostland:report:respons:commiss:white:parliament:definit:decis:enlarg,weißbuch
278,white:prepar:central:eastern:european:countri:integr:union:intern:market,weißbuch
279,report:commiss:white:subject:review:progress:associ:countri:transit:access:european:union,weißbuch
280,regrett:taken:long:common:principl,papier
281,madam:presid:say:behalf:committe:econom:monetari:affair:industri:polici:programm:present:commiss:constitut:view:essenti:framework-programm:import:achiev:object:prioriti:white:futur:develop:common:transport:polici,weißbuch
282,motion:resolut:ask:draft:seri:document:amend:programm:autumn:year:start:summer:comprehens:plan:implement:document:white:report:suitabl:maastricht:treati:basi:new:communiti:transport:polici:annual:programm:legisl,weißbuch
283,presid:ladi:gentlemen:commission:today:debat:green:innov:time:hope:help:commiss:member:state:european:industri:determin:prioriti,grünbuch
284,commiss:green:welcom:document,grünbuch
285,committe:ask:prepar:fifth:framework:programm:commiss:draw:exist:experi:task:forc:best:practic:criteria:contain:green:innov,innovationsgrünbuches
286,think:fundament:question:year:jacqu:delor:present:white:competit:employ:said:nation:solut:problem:fight:unemploy,weißbuch
