id,phrase,classes
72,head:european:union:islamabad:discuss:issu:occas:pakistani:author:includ:kasuri,mission
73,recent:joint:report:request:council:european:union:head:tel:aviv:jerusalem:ramallah:confirm:restrict:progress:identifi:consider:impact:freedom:movement:european:union:citizen:repres:church:journalist:ngos:european:union:offici:diplomat:staff,delegationsleiter
74,oppos:parliament:send:diplomat:belarus:draw:joint:report,mission
75,clear:current:circumst:propos:convent:elect:observ:mission:simpli:imposs:honour:member:chamber:taken:lead:elect:observ:know,wahlbeobachtungen
76,decis:peac:area:climax:far:interventionist:vojvodina:constitut:direct:threat:possibl:militari:intervent:presenc:militari:forc:bosnia-herzegovina:fyrom:presenc:occupi:forc:kosovo,friedensmission
77,extent:charact:irregular:observ:osc:intern:elect:observ:rais:doubt:result:reflect:belarussian:elector,wahlbeobachtungsmission
78,polic:militari:oper:bosnia:herzegovina,eu-polizeimission
79,experi:bosnia:general:favour:view,mission
80,normalis:object:necessari:european:council:have:resolv:soon:possibl:devis:kind:exit:strategi:connect:stabilis:associ,mission
81,success:polit:econom:militari:litmus:test:foreign:secur:polici,mission
82,fourth:cooper:polic:eufor:organis,polizeimission
83,welcom:decis:recours:nato:asset:capabl:althea:confirm:collabor:organis:implement:agreement:decemb:access:nato:plan:command:facil:berlin:plus,mission
84,date:ethiopia:refus:accept:award:villag:badm:eritrea:intern:border:commiss:-strong:peac:border:work:difficult:ethiopia:failur:permit:demarc:eritrea:restrict:action,uno-friedenstruppen
85,order:prevent:disast:european:parliament:adopt:motion:resolut:acclam:amend:taken:kiev:european:parliament,delegation
86,understand:size:observ:attract:comment,wahlbeobachtungsmission
87,current:involv:organis:american:state:support:peac:colombia:mexican:govern:mediat:colombian:govern:repres:valuabl:contribut,mexikanischen
88,hous:believ:intent:fulfil:incom:commiss:histor,auftrag
89,play:key:role:support:au-l:ceasefir:monitor:activ:support:deploy:expand,mission
90,monuc:peacekeep:congo:suppos:disarm:neutralis:rebel:fail,friedensmission
91,wish:thank:colleagu:largest:deleg:european:parliament:vice-chairman:mrs:napoletano:staff:accompani:prepar:observ,beobachtungsmission
92,assur:deleg:kingdom:cambodia:collabor:member:state:countri:follow:close:progress:govern:inquiri:continu:report:develop,regierungsuntersuchung
93,emphasis:shortcom:term:militari:mean:hinder:abil:carri:high-intens:humanitarian,operation
94,doubt:european:european:dimens:bring:valu,auftrag
95,opinion:point:signific:repres:essenc:european:communiti,mission
96,commiss:consid:line:recent:action:connect:elect:ukrain:moldova:kyrgyzstan:financi:support:provid:osc:odihr:fund:order:widen:particip:elect:observ:enabl:observ:central:eastern:south-eastern:europ:soviet:union:particip,wahlbeobachtermissionen
97,purpos:workabl:fruit:commerci:relat:continu:support:initi:natur:help:coordin:support:research:activ:exchang:programm:young:busi,wirtschaftsdelegation
98,welcom:committe:endors:goal:particular:commiss:open:offic:baghdad:send:observ:elect:held:iraq:decemb,eu-mission
99,implement:plan:close:reflect:prioriti:area:identifi:european:union:feasibl:studi:publish:novemb,mission
100,european:union:alloc:eur:million:africa:peac:facil:african:union:sudan,mission
101,today:say:accomplish,auftrag
102,ensur:respect:human:right:lie:heart:unit:nation,hauptanliegen
103,posit:develop:memorandum:understand:agre:commiss:human:right:april:year:launch:human:right:monitor:set:region:offic:offic:high:commission:human:right:countri,mission
104,irregular:suffici:jeopardis:transpar:credibl:repres:note:elector:observ:accord:provis:cotonou:agreement:commiss:prepar:hold:enhanc:polit:dialogu:view:identifi:correct:measur,wahlbeobachtungsmission
105,assur:honour:member:opportun:taken:rais:concern:human:right:govern:issu:exampl:head:did:foreign:minist:lao:novemb,eu-missionen
106,question:commiss:council:return:tunisia:astonish:timid:respons:describ:violat:partnership:agreement:european:union:tunisia:claus:relat:human:right,mission
107,hour:serious:expect:met:prime:minist:chancellor:exchequ:foreign:minist:prepar:revis:propos:met:head:london:member:state:european:union,missionsleitern
108,commiss:activ:broad:includ:exampl:progress:market:economi:status:visa:facilit:energi:issu:ukrain:border:assist:moldovan:ukrainian:border:creat:new:fora:discuss:issu:democraci:human:right:govern:instanc:mediterranean:partner:need:recal:eurom:confer:barcelona:novemb:prepar:pursu:educ:cooper:extend:twin:technic:assist:inform:exchang:programm:taiex:programm,mission
109,reason:basi:request:compet:peruvian:author:ask:commission:union:send:elector:observ:come:presidenti:elect:peru:order:demonstr:solidar:democrat:consolid:countri,mission
110,presid:report:european:council:esdp:invit:austrian:presid:continu:work:secur:adequ:fund:civilian:esdp:cfsp:budget,esvp-missionen
111,world:bank,abordnung
112,border:assist:special:repres:work:close,mission
113,head:act:senior:polit:advis:team:base:premis,mission
114,just:return:particip:elector:observ:palestin:author:area:east:jerusalem,wahlbeobachtungsmission
115,prevent:violenc:women,mission
116,acknowledg:unit:nation:ask:european:union:contribut:secur:upcom:elect:democrat:republ:congo:mean:militari:ask:council:care:examin:exist:possibl,mission
117,elect:monitor:play:vital:protect:support:human:right:democraci:union:border:doe:aid:union:provid:civil:societi:countri,wahlbeobachtungsmissionen
118,proactiv:role:given:institut:particular:analysi:expertis:option:given:submit:recommend:guidelin:communiti:institut,gutachtertätigkeit
119,june:list:strong:oppos:democrat:republ:congo:use:strengthen:common:foreign:secur:polici,mission
120,presid:ladi:gentlemen:month:member:european:union:observ:present:palestinian:elect,eu-beobachtungsmission
121,send:troop:difficult:import:ascertain:ground:need:satellite-bas:reconnaiss:system,einsatz
122,troop:liberia:stand:accus:rape:tortur:europ:launch:esdp:aceh:indonesia:human:right:monitor,esvp-mission
123,last:secur:fenc:consider:reduc:number:terrorist:suicid:bomb:israel:proper:necessarili:final:border:state,selbstmord-bombenattentate
124,just:week:led:troika:china:interest:polit:dialogu:chines,troika-mission
125,hope:effort:nobel:peac:prize:winner:presid:xanana:gusmão:govern:minist:ramo:horta:succeed:overcom:polit:crisi:way:focus:european:aid:develop:east:timor,mission
126,basic:fundament:strengthen:democraci:union,aufgabe
127,pleas:union:commit:send:long-term:observ:monitor:elect:take:novemb:ensur:mauritanian:citizen:exercis:vote:right,delegation
128,primarili:depend:congoles:men:women:independ:candid:parliament:eve:bazaiba:masudi:member:kafko:ngo:women:fight:courag:peac:democraci:human:right:close:coordin:monuc:unit:nation:drc,un-mission
129,invit:commission:join:colleagu:commission:ferrero-waldn:ensur:result:monitor:fulli:evalu:second:round:elect:congo:benefit:futur:european:elector,wahlbeobachtungsmissionen
130,believ:deserv:lot:credit:carri:extrem:difficult:condit:consider:experi:succeed:see:thing:context:necessari:absolutist:sever:necessari:sever:case:remain:rigor:stray:cours,aufgabe
131,agreement:fall:broader:perspect:relat:launch:euro-adriat:strategi:includ:resumpt:infrastructur:project:corridor:general:pursuit:goal:histor:enlarg,mission
132,believ:long:overdu:echo:recommend:head:jerusalem:suspens:eu-israel:associ:agreement:ground:human:right:abus:provid:articl:agreement,eu-mission
133,aim:achiev:last:peac:troop:european:union:organis:deploy:civilian:peac:corp:lebanese-isra:border:mandat:manag:separ:militari,militärmission
134,chairman:polit:committe:assembl:shall:lead:deleg:septemb:examin:condit:necessari:resumpt:polit:dialogu,aufgabe
135,happen:short:term:import:view:prepar:lead:unifil:proper,unifil-mission
136,result:sri:lanka:monitor:slmm:lost:capabl,beobachtermission
137,ask:council:commiss:order:provid:immedi:support:substanti:unit:nation:chapter:vii,mission
138,fail:impact:happen:sudan:consid:call:nato:forc:ensur:african:union:militari:posit:guarante:peac:secur:territori:sudan,militärmission
139,know:unfortun:secretari:general:boutro:ghali:oblig:acknowledg:unit:nation:minurso:posit:complet:decid:referendum,minurso
140,presid:instruct:troika:head:ankara:request:turkish:author:remov:recent:administr:chang:ngos:work:turkey:northern:iraq:ngos:better:place:help:allevi:humanitarian:consequ:current:situat:northern:iraq,missionschef
141,real:essenc:forc:arriv:week:kept:busi:buri:bodi,mission
142,risk:stanc:interpret:cowardic:propos:weu:particip:humanitarian:framework:cfsp:doe,gsap
143,achiev:peac:democrat:prosper:european:contin:centuri:longer:vision:polit:ensur:forthcom:enlarg:success,auftrag
144,serbian:govern:obey:recommend:gonzález:question,gonzález-mission
145,presid:help:organ:special:troika:appli:necessari:pressur:spot,sondermission
146,disappoint:van:mierlo:statement:support:resolut:sure:organ:troika:right,troika-mission
147,look:care:suitabl:avenu:approach:direct:measur:futur:send:troika:fait:situat:kashmir:talk:forc:indian:local:author:matter:hostag:question:rais:question,troika-mission
148,special:envoy:middl:east:peac:report:regular:council:presid:commiss:special:regard:mandat:outlin:decis:minist:meet:octob:dublin:declar:decemb,eu-sondergesandte
149,natur:endors:patijn:word:heard:commiss:tirana,mission
150,advisori:oper:framework:osc:coordin:effort:intern:communiti:albania,mission
151,job:advis:remit:composit:subsequ:advisori:report:april,mission
152,point:council:europ:februari:late:lord:finsberg:call:attent:problem:affect:greco-cypriot:communiti:northern:island,mission
153,carri:kind:militari:forc:civilian:forc:civilian:forc:certain:task,mission
154,possibl:union:decid:implement:humanitarian:aid:peac:administ:weu:repres:signific:express:secur:defenc:aspect:maastricht:treati,mission
155,return:empty-hand:kigali,mission
156,regim:offici:despatch:hire:murder:abroad:exhort:support:murder:countri:citizen:care:say,auftrag
157,secur:council:decid:await:report:advisor:unit:nation:humanitarian:affair:depart:sent:sudan:resolut:present:implement:investig:consequ:sanction:sudan:airway:particular:effect:humanitarian:aid,entsandt
158,parliament:overturn:relev:resolut:unaccept:undermin:role:parliamentari:deleg:follow:success:tirana,mission
159,wish:baghdad,mission
160,tri-parliamentari:sought:convinc:partner:parliament:form:result:labori:respons:ballot-box:univers:recogn:accept:parliament:legitim:draw:new:constitut,mission
161,confirm:succeed:equip:osc:govern:concess:step:posit:futur:want:ought:commiss:ensur:surviv:hope:quick:achiev:posit:result,osze-mission
162,second:thought:import:statement:establish:set:clear:aim:object:foundat,explizite
163,think:visit:parliamentarian:countri:activ:elect:observ:perform:parliamentarian,wahlbeobachtung
164,excel:accomplish:leav:great:hope:work:accomplish:head:ecb:wish:success:certain:good:guarante:concept:democrat:respons,aufgabe
165,meet:head:eu-accredit:equatori:guinea:presid:obiang:took:cameroon:head:express:concern:european:union:regard:human:right:situat:equatori:guinea,missionsleiter
166,addit:issu:secur:defenc:exampl:difficulti:member:state:way:resolv:petersberg,petersberg-missionen
167,british:labour:member:clear:abstain:bear:respons:fact:parliament:fulfil:primari:creat:citizen:europ,aufgaben
168,ecmm:diplomat:observ:state:work:european:conting:known:kdom:kosovo:diplomat:observ:american:russian:conting,mission
169,presid:take:joint:presid:osc:council:europ:travel:tirana:friday,mission
170,hope:polit:dialogu:possibl:troika:visit:schedul:principl:review:question:rais:earlier:troika,troika
171,member:troika:support,troika-mission
172,text:grand:nobl:declar:principl:role:allot:side:industri:welcom,aufgaben
173,take:civil:monitor:conflict:osc:militari:unarm:airspac:surveil:compon:general:monitor:agreement:holbrook:belgrad:govern:extract:forc,gesamtüberwachung
174,regard:matter:suffici:eye:american:assert:right:rule:intern:law:support:militari:goe:humili:rebuff:retreat:list:failur:peacekeep:belgian:congo:intervent:sierra:leon:long,eingreifmission
175,europ:democraci:countri:cooper:close:adopt:common:law:issu:transcend:border,aufgabe
176,european:civil:peac:corp:core:full-tim:employ:profession:pool:mission-specif:profession:includ:conscienti:objector:voluntari:basi:unpaid:volunt:specif,mission
177,european:union:support:osc:kosovo:verif:develop:import:stabilis:factor:regardless:difficulti:face:emphasis:presid:milosev:assum:respons:safeti:personnel,mission
178,mrs:kestelijn-sieren:current:event:result:programm:redirect:slight:guarante:protect:women:neglect:day:children:victim:unthink:act:cruelti,unvorstellbarer
179,presid:first:congratul:mrs:haug:report:just:embark:imposs:tri:agreement:european:parliament:futur:financ:european:union,mission
180,presid:troika:kiev:send:regret:hous,mission
181,socialist:clear:believ:russia:fulli:involv:fulli:support:latest:peac,friedensinitiative
182,suggest:order:avoid:futur:surpris:council:parliament:monitor:close:peacekeep:unit:nation:humanitarian:aid:plan:europ:integr:present:futur:programm:design:end:suffer:timores:guarante:independ:sovereignti:free:threat:interfer:pressur:indonesian:militari:american:mentor,friedensmission
183,occas:patten:spoke:support:action:unamet:plan:send:new:evalu:east:timor,informationsreise
184,addit:need:reform:establish:cours:expert:organis:commiss:repres:administr:justic:author:took,expertenmissionen
185,consult:took:commiss:member:state:conclud:situat:doe:justifi:organis:deploy:observ,eu-beobachtermission
186,subject:agricultur:budget:pay:kosovo:appropri:agricultur:budget:pay:kosovo,mission
187,context:june:year:morocco:took:plan:finalis:order:establish:dialogu:moroccan:author,studienreise
188,regard:make:decis:key:point:resolut:commission:send:high:level:european:union:meet:polit:forc:repres:civil:societi:assess:situat:ground:light:democrat:claus:essenti:element:agreement:european:union:peru,delegation
189,expect:express:find:clearest:term:come:unequivoc:result,mission
190,benefit:regard:undeni,beobachtermission
191,second:second:major:contribut:issu:introduc:extra:resourc:total:eur:million:million:high:repres:bosnia:herzegovina:million:unit:nation:interim:kosovo:fund:interim:civil:administr,unmik
192,order:facilit:program:echo:carri:technic:assess:chechnya,bestandsaufnahme
193,presid:just:say:radic:member:abstain:vote:virrankoski:report:council:tri:secur:budget:cost:aris:conduct:militari:advis:framework:cfsp,militärsachverständigen
194,second:propos:parliament:initi:send:fact-find:ground,mission
195,end:propos:mechan:thing:envisag:possibl:join:member:state:agre:current:commiss:deleg:appropri,mission
196,lebanes:govern:went:ahead:august:deploy:mix:forc:men:soldier:policemen:occupi:zone:maintain:public:order:lebanon:engag:kind:border:surveil:despit:respons,stationierte
197,point:have:offici:diplomat:commiss:member:state:twice:number:unit:state:realli:suffici:effici:coher:visibl,vertretung
198,present:unaccept:situat:clear:consequ:creep:polit:indecis:provid:clear:lesson:futur,mission
199,member:state:respons:day-to-day:enforc:communiti:legisl:food:veterinari:offic:directorate-gener:undertak:specif:control:inspect:check:member:state:appli:communiti:legisl:effect:uniform:manner,inspektionsbesuche
200,circumst:justifi,reise
201,item:commiss:communic:commission:patten:serbia,reise
202,month:baker:twofold:sought:resolv:difficulti:inher:implement:settlement:plan:lead:referendum:self-determin:sahrawi:reach:polit:agreement,mission
203,rest:pack:remark:rape:sexual:misdemeanour:european:soldier:peacekeep:serb:troop:mention:posit:light:latrin:refuge:camp:demand:relat:asylum:immigr:polici:abort:adopt:statist:analys:differenti:sex:creation:ministri:women:affair:member:state,friedenseinsatz
204,council:express:concern:meet:russia:level:particular:seek:induc:russia:avoid:excess:forc:avoid:extens:conflict:carri:independ:effici:inquiri:human:right:violat:support:osc:assist:fulfil:final:ensur:humanitarian:aid:distribut:proper,mission
205,member:parliament:support:european:conclud:say,union
206,alongsid:reform:concentr:work:monitor:place:control:secretary-gener,beobachtermission
207,european:union:increas:number:monitor:presevo:valley:commiss:consid:way:increas:substanti:aid:devot:area,beobachtermission
208,acknowledg:great:cooper:support:receiv:head:ilkka:uusitalo:head:diplomat:govern:opposit:parti:sri:lanka:particular:elect:commission,vertretung
209,commiss:believ:recommend:built:develop:strategi:polit:dialogu:countri:concern,wahlbeobachtungsmissionen
210,view:union:welcom:high:repres:solana:decis:station:signific:number:observ:union:observ:southern:serbia:council:confer:general:affair:march:follow:contact:nato:follow:sign:cease-fir:agreement:parti:assess:safeti:observ:care:guarante,beobachtermission
211,clear:principl:specif:efsa:win:confid:consum:entir:food:industri,auftrag
212,commiss:repres:regular:field:visit:assess:insid:afghanistan:order:condit:hand:ensur:aid:direct:area:greatest:need,bewertungsmissionen
213,cut:short:today:church:vietnames:pagoda:polic:offic:monk,pagode
214,conclus:commiss:monitor:communiti:law:crucial:fulfil:essenti:preserv:communiti:legal:order:fair:firm:consist:public:understand,aufgabe
215,second:clear:insist:imparti:observ:european:union,entsendung
216,organis:task:fact:given:osc:council:europ:pillar:unit:nation:kosovo:better:known:abbrevi:unmik,mission
217,particular:honour:speak:east:timor:today:chief:observ:european:union:elect:observ:countri:august:septemb:just:import:elect:east:timor,eu-wahlbeobachtermission
218,terrorist:will:engag:suicid,selbstmordanschlägen
219,heard:today:uncertainti:unit:state:congress,vertretung
220,case:procedur:public:procur:contract:zappala:report:tackl:case:sector:public:transport:meijer:report:dealt:requir:adopt:framework:polici:european:competit:develop:polici:regul:competit:enabl:nation:region:local:public:author:line:principl:subsidiar:determin:general:servic:manag:contract:fulfil:oper,grundversorgungsaufträge
221,manag:key:kosovo,un-mission
222,question:council:doe:council:envisag:take:measur:protect:troop:humanitarian:ground:afghanistan,hilfsorganisation
223,known:met:difficulti:imposs:visit:presid:arafat:given:opposit:isra:prime:minist:sharon,mission
224,addit:member:free:select:air:navig:provid:regul:provid:case:public:privat:busi:concern:general,gemeinwohlorientierte
225,european:union:send:diplomat:southern:africa:come:hand:leav:impress:zimbabw:high:prioriti:determin:factor:overal:approach:southern:africa,mission
226,ought:focus:equal:maghreb:dimens:partnership:know:border:close:morocco:algeria:europ:doe:help:increas:cooper:neighbour:know,mission
227,offer:council:outcom:satisfactori:authoris:fund:polic:bosnia:second:read,polizeimission
228,remind:council:led:parliament:consist:dedic:discharg:task:profession:line:intern:accept:criteria:elect:observ,mission
229,council:commiss:proceed:extrem:cautious:troika:sudan:plan:decemb,visite
230,committe:budget:nonetheless:consid:parliament:examin:close:detail:propos:present:commiss:action:take:account:repercuss:human:resourc:administr:spend:comitolog:meet,dienstreise
231,concern:rais:issu:rais:question:sent:commiss:parliament:cancel:fvo:inspect:countri:contamin:product:identifi,inspektionsreise
232,altern:acknowledg:problem:regret:fact:inspect:did:ahead:convinc:did:suffici:reason,inspektionsreise
233,commend:courag:civilian:intern:power:interven:right:report:observ:play:moder:protect:role,beobachtermission
234,unama:unit:nation:assist:afghanistan:stop:fund:offend:warlord:immedi,hilfsmission
235,drive:industri:onward:support:tandem:ensur:altern:develop:quick:equal:quick:accept,aufgabe
236,presid:pleasur:have:nephew:silvio:nardini:sister:son:doe:know:mention:european:parliament:proud:european:forc:involv:peac:afghanistan:gun:say:film:feet:firm:ground,friedensmission
237,hand:secur:council:given:inspector:green:light:want:continu:short:term:us-british:armada:gulf:increas:size:day:pressur:launch:militari:attack,mission
238,yesterday:meet:agre:principl:good:idea:emphasis:import:involv:north:korea:procedur:highest:possibl:level:includ:jong-il:person,delegation
239,addit:govern:invit:vice-chairperson:council:europ:parliamentari:assembl:committe:health:slovak:republ:fact-find,mission
240,view:convent:new:constitut:treati:futur:possibl:militari:cost:civilian:born:budget:european:union,operation
241,joint:respons:forc:built:fact:make:start:albeit:believ:import:step:term:european:integr:polici:whilst:underlin:fact:taken:cooper:american:nato:opposit,mission
242,heartili:support:effort:holland:capac:chairmanship-in-offic:osc:hold:discuss:russian:govern:connect:modus:operandi:new:osc:chechnya,osze-mission
243,crazi:order:given:frequenc:use:network:two-way:radio:belong:cathol:northern:uganda,mission
244,select:work:develop:countri:bring:substanti:benefit:poorest:countri:low:sum:money,missionarsarbeit
245,paradox:wto:put:fenc:critic:alleg:tear:trade:barrier:good:world:popul,zaun
246,order:avoid:privatis:have:negat:charact:basic:rule:govern:servic:general:includ:basic:oper:fund:principl:need:respect,aufgabe
247,fund:commission:vital:centr:line:budget:appropri:allow:respond:difficult,aufgabe
248,believ:set:esdp:bosnia:herzegovina:set:peace-keep:oper:world:sign:european:union:grow:foreign:polici:agenda:attempt:member:state:speak:singl:voic:intern:arena,esvp-mission
249,decis:taken:greater:cooper:usa:order:interven:crush:nation:disgrac:cooper:occupi:govern:iraq:european:armi:bosnia-herzegovina:scope:extend:far:armenia:azerbaijan:georgia:applic:american:nato:plan:middl:east,militärmission
250,iraq:institut:exploratori:return,eu-bedarfsermittlungsmission
251,import:fact-find:visit:iraq:definit:pictur:possibl,sondierungsmission
252,final:european:union:baghdad:amman:long:way:iraqi:capit,eu-mission
253,import:dutch:presid:attach:western:balkan:appar:ministeri:meet:includ:meet:stabil:associ:council:fyrom:prepar:militari:oper:altea:bosnia:herzegovina,militärmission
254,commit:region:certain:step:said:special:repres:rule:law:georgia:emphasis,mission
255,decid:parliament:behav:commiss:led:strong:presid:clear:ensur:european:project:balanc:member:state:safeguard,auftrag
256,find:confirm:result:earlier:fvo,veterinäramt
257,india:long:tradit:independ:non-align:foreign:polici:particip:intern:peacekeep:cyprus:exampl,friedensmission
