id,phrase,classes
130,realli:need:check:colleagu:especi:receiv:effect:parti:direct:involv:interest:mechan:respons:pre-flight:check:aircraft:direct:european:union:number:escap:moment:allow:check:carri:employe,lettera
131,order:facilit:deal:arm:budgetari:author:commiss:propos:amend:technic:found:commiss:close:watch:implement:budget:hesit:budgetari:tool:dispos:area:need:reinforc,lettera
132,receiv:email:represent:fear:govern:listen:telephon:convers:read:email,lettera
133,need:implement:area:mention:commission:report:date:novemb:believ:govern:countri:president-in-offic:refer:today:corrupt:organis:crime:border:secur:food:safeti:european:singl:market:consequ:intern:market:rule:law:develop:administr:justic,lettera
134,sent:presid:zapatero:commission:almunia:defend:spanish:occas,lettera
135,accept:direct:new:obstacl:conflict:spirit:found:treati:european:union:hope:lisbon:programm:intend:creat:job:new:european:growth:success:actual:restrict:market:year,lettera
136,ask:expect:answer,lettera
137,regret:fact:commiss:date:gestur:withdraw:formal:notic:danish:govern,lettera
138,ask:commission:withdraw:formal:notic:address:denmark:follow:tomorrow:vote:major:parliament:vote:favour:document,lettera
139,committe:econom:monetari:affair:took:view:resolut:parliament:necessari:opinion:mrs:berè:chairman:committe:sent:presid:ecofin:express:committe:econom:monetari:affair:posit:opinion:technic:adapt:carri,lettera
140,guid:imper:need:listen:care:profess:need:respect:spirit:treati:clarifi:case:law:recent:gebhard:judgment,lettera
141,unilater:chang:prioriti:major:project:european:parliament:agreement:goe:spirit:order:articl:maastricht:treati:explicit:requir:joint:decis:council:parliament:prioriti:major:project:chang,lettera
142,overwhelm:fault:ecofin:council:jacqu:delor:white:paper:far:larg:remain:dead:far:fund:trans-european:network:concern,lettera
143,kept:letter:day:receiv:prime:minist,posta
144,commiss:spokesperson:argu:contrari:spirit:agreement:european:econom:area:fact:dump:face:communiti:produc:realli:contrari:spirit,lettera
145,secretary-gener:depend:debat:simpli:wish:point:wednesday:hous:discuss:situat:measur:expect:european:union,lettera
146,viewpoint:refer:phrase:recent:pen:german:chancellor:helmut:schmidt:governor:bundesbank:publish:mond,lettera
147,correspond:propos:formul:oecd:far:unfortun:remain:dead,lettera
148,guarante:spirit:resolut:septemb:upheld,lettera
149,presid:eisma:member:deleg:slovakia:joint:parliamentari:committe:just:receiv:copi:chairman:bösch:opposit:number:huska:express:grave:concern:develop:taken,lettera
150,accord:decemb:new:project:valu:ecu:million:commiss:confirm:environment:impact:note:project:question:harm:environment:effect:effect:remedi:execut:project,comunicazione
151,sent:collin:just:heard,lettera
152,israel:fair:accus:excess:respect:oslo:agreement:stand:agreement:violat,lettera
153,case:usual:happen:negoti:fact:belarus:govern:hand:minist:foreign:affair:come:negoti:presid:council:understood:negoti,lettera
154,think:essenti:ensur:good:legisl:ensur:appli:practic,preoccupiamo
155,courag:resolut:write:financ:minist:member:parti:tell:polici:basic:unprincipl:pose:unaccept:burden:farmer,scrivere
156,januari:mean:offici:advis:member:state:appli:legisl:forc,lettera
157,pend:parliament:decis:week:deliveri:opinion:council:mauritius:signatur:agreement:appli:provision:basi:pursuant:agreement:exchang,lettera
158,derog:agre:procedur:council:european:parliament:joint:decid:complet:hoc:procedur:read:council:draft:budget:commiss:opportun:obtain:knowledg:market:basi:submit:realist:draft:budget:autumn:mean:amend,lettera
159,import:achiev:trialogu:june:agre:amend:autumn:account:latest:inform,lettera
160,presid:commiss:stress:propos:measur:compat:communiti:law:discriminatori:proportion:object:achiev:provid:altern:offer:fishermen:possibl:compli:measur:possibl:factor:design:prove:econom:link:flag,lettera
161,council:recal:declar:april:welcom:exchang:presid:sri:lanka:head:opposit:concern:joint:approach:parti:ethnic:conflict:countri,corrispondenza
162,copi:avail:presid,lettera
163,shipment:wast:countri:did:repli:commiss:prohibit:taken:signal:interest:receiv:wast,lettera
164,right:member:state:reserv:collect:sort:transport:deliveri:mail:post:offic:provid:univers:servic:principl:price:send:remain:afford:long:way:defend:interest:postal:consum:postal:worker,lettera
165,year:non-elect:commission:life:deliv:appreci:problem:better,portalettere
166,commission:satisfi:constitu:happi:copi:singl:point:particular:relat:kill:cultur:sport:event,lettera
167,just:minut:inform:general:secretari:labour:parti:matter:fact:answer,lettera
168,problem:subsequ:receiv:labour:parti:whip:threaten:disciplinari,lettera
169,presid:chocol:direct:led:stream:call:farmer:develop:countri:grow:cocoa:chocol:fat:consum:organ:chocol:industri,lettera
170,item:report:imaz:san:miguel:behalf:committe:fisheri:propos:council:regul:concern:conclus:agreement:exchang:amend:agreement:cooper:sea:fisheri:sector:european:communiti:islam:republ:mauritania:com:cns,lettera
171,regard:just:want:read:prosecutor:belgium:repli:june:inform:crimin:investig:way:matter:includ:possibl:misappropri:fund:belong:belgian:public:work:contractor:took:construct:european:parliament:properti:complex:brussel:build,pregiata
172,furthermor:protect:forc:public:servic:provid:compli:standard:access:point:box:suffici:number:reason:frequenc:collect:distribut:mail:continu:servic:price:allow:postal:servic,cassetta
173,think:henchman:long:did:repli,lettera
174,exchang:cox,epistolare
175,octob:wrote:pursuant:rule:paragraph:ask:presid:bureau:car:avail:past:presid:hänsch:continu:enjoy:privileg:presid,lettera
176,author:member:state:usa:claim:bse-fre:accord:ieo:criteria:ieo:trade:regul,lettera
177,unit:weight:compris:item:gram,lettera
178,criteria:road:safeti:appear:articl:paragraph:treati:inspir:council:action:legisl:act:adopt:area:transport,lettera
179,agreement:trade-rel:matter:doe:offer:formal:framework:polit:dialogu:democraci:human:right:communiti:doe:deleg:power:area:commission:van:den:broek:comment:mrs:castellina:chairperson:committe:extern:econom:relat,lettera
180,parliament:reject:outright:contraven:spirit:treati:obvious:misrepresent:parliament:accept,snaturamento
181,resolut:follow,applicate
182,presid:true:habsburg-lothringen:posselt:said:yesterday:debat:crime:brussel:draw:member:attent:fact:presid:gilrobl:gil-delgado:said:rest:assur:share:concern:shall:press:belgian:author:satisfactori:solut:far:safeti:member:staff:european:parliament:concern,lettera
183,figur:indic:answer:rogatori:countri:long:period:judg:bench:magistr:ask:repli,rogatoria
184,problem:came:light:decemb:depart:immedi:initi:procedur:contact:accus:mean:reaction:member:parliament,lettera
185,presid:kind:agre:write:request:present:colleagu:eu-acp:assembl:week,lettera
186,draw:attent:sign:secretary-gener:julian:priest:receiv:morn,lettera
187,forecast:chang:signific:year:commiss:follow:success:procedur:year:submit:late:rectifi,lettera
188,hope:budget:procedur:maintain:similar:procedur:basi:use:european:parliament:defend:prioriti:council:achiev:extens:hoc:procedur:includ:late:rectifi:pdb:mention:unanim:commit:hous:defend:appropri:earmark:pdb:structur:fund:categori,lettera
189,read:gavin:strang:chairman:transport:council:gordon:brown:chairman:ecofin,lettera
190,date:march:state:thing:improv:achiev:cheaper:way,lettera
191,posit:robin:cook:president-in-offic:need:forward:fundament:item,lettera
192,hand:report:satisfactori:resolut:council:regard:transpar:surpris:heard:chancellor:kohl:sent:blair:interpret:new:articl:amsterdam:treati:relat:community-wid:adopt:immigr:polici,lettera
193,chancellor:kohl:presid:chirac:show:hard:core:europ:want:mark:step:way:feder:europ,lettera
194,rectifi:right:occas:updat:pdb:light:legisl:decis:includ:price:packag:market:reform:probabl:adapt:agri-monetari:follow:introduct:euro,lettera
195,think:presid:santer:prime:minist:blair:mean:commiss:propos:council:chang:current,lettera
196,ombudsman:receiv:complaint:complain:receiv:acknowledg:explain:procedur:handl:complaint:import:give:telephon:number:civil:servant:actual:deal:complaint,lettera
197,import:write:feel:disappear:bottomless:pit:find,lettera
198,believ:size:inform:notic:decid:communiti:law,lettera
199,mrs:albright:suggest:agreement:reach:transatlant:summit:assum:recognit:europ:helms-burton,lettera
200,note:agre:case:agricultur:wait:amend,lettera
201,ask:presid:council:agreement:come:forc:appear:unlik:present:minist:assur:hous:lead:creation:obstacl:european:trader:seek:carri:busi:activ:cuba:implicit:mrs:albright,lettera
202,vote:discov:surpris:sign:offici:parliament:sent:member:cours:offici:parliament:paper:call:vote,lettera
203,wonder:presid:posit:voic:respons:sent:week,lettera
204,doe:commiss:intend:respond:stanc:matter,reagire
205,move:second:point:commission:confirm:did:opportun:meet:chairman:congression:foreign:affair:committe:senat:gilman:congressman:bob:menéndez:latest:visit:washington:true:european:commiss:ask:write:posit:regard:content:mrs:albright:senat:helm,lettera
206,spring:exchang:commission:oreja:italian:minist:sport:need:coordin:initi:dope:european:level,epistolare
207,forgotten:spirit:treati:european:union,lettera
208,wrote:week:draw:attent:address:date:octob:presid:santer:commiss,lettera
209,run-up:council:januari:south:african:leader:negoti:trade:minist:erwin:sent:commission:pinheiro:actual:categor:reject:amend:compromis:reach:davo,lettera
210,addit:understand:presid:support:spirit:amend:retabl:second:read:social:affair:employ:committe,forma
211,extrem:restrict:interpret:result:legrand:commiss,lettera
212,chairman:budget:committe:mention:yesterday:budget:committe:problem:time:guarante:arm:budget:author:deal:proper:amend,lettera
213,happen:ought:european:parliament:read:merci:council:come:make:addit:appropri:avail:categori:submit:parliament:read:amend:permiss:part:budget:author:council:parliament:agre,lettera
214,allow:voic:view:absolut:major:committe:say:matter:right:parliament:import:role:parliament:seen:advoc:fundament:right:civil:liberti:person:right:european:union:difficult:serv:advoc:european:exclud:way:council:project:exclus:believ:contrari,lettera
215,elect:bonino:list:tri:explain:open:colleagu:reason:set:reason:discrimin:non-attach:member:parliament:reason:initi:motion:amend:rule:procedur:hope:announc:soon:invit:vote:interpret,lettera
216,astonish:insight:adolesc:wrote:remind:enorm:difficulti:today:child:world,lettera
217,despit:amend:provis:extent:remain:dead,lettera
218,posit:preliminari:draft:budget:maintain:amend,lettera
219,end:mep:deliv:registri:say:support:resolut:believ:joint:resolut:ppe:pse:uen,dichiaravamo
220,inform:quit:partisan:secretary-gener:tell:sent:concern,lettera
221,mrs:britt:theorin:chairman:committe:women:right:equal:opportun:taken:initi:person:fulli:agre:sent:male:mep:encourag:wear:white:ribbon:sign:public:commit:perpetr:violenc:excus:remain:silent:violenc:women,lettera
222,council:accept:amend:amend:maximum:rate:increas:result:second:read,lettera
223,way:quick:procedur:committe:tuesday:presid,lettera
224,spain:say:king,lettera
225,presid:council:bring:present:ask:king,lettera
226,follow:receiv:yesterday:immedi:inform:assist:propos:allow:hold:meet:demonstr:probabl:near:futur:possibl:month,lettera
227,legisl:control:tighten:appli,rigoroso
228,point:adopt:convent:direct:subsequ:remain:dead:lack:inspect:resourc,morta
229,receiv:president-in-offic:confirm:worst:suspicion:obsess:secret:council,lettera
230,actual:question:concern:fact:presid:european:commiss:prodi:sent:european:parliament:criticis:parliamentari:ombudsman:jacob:söderman:have:taken:public:debat:want:document:wide:access:have:present:point:view:public:access:document,lettera
231,money:actual:transfer:regardless:law:observ:countri:better,letterale
232,parliament:receiv:prodi:say:behalf:commiss:order:propos:grant:countless:african:product:access:european:market:zero:rate,lettera
233,point:congressmen:sent:clinton:unit:state:ask:lift:embargo:ask:de-link:econom:sanction:militari:sanction:current:iraq,lettera
234,isra:minist:foreign:affair:david:levi:sent:minist:includ:belgian:minist:point:way:guilti:spi,missiva
235,think:right:statement:want:append:tunisian:author,lettera
236,first:minut:medina:ortega:question:committe:chairman:truli:reflect:opinion:committe,lettera
237,say:question:prompt:number:receiv:constitu:issu,lettera
238,issu:receiv:year,lettera
239,ask:prepar:write:contact:austrian:govern:express:concern:restrict:freedom:express:point:oblig:govern:respect:escap:unilater,lettera
240,right:fear:american:herald:tribun:said:recent:endeavour:destin:remain:unheed:dead:come:boycott:sanction:abhorr:exampl:promot:european:tourism:dozen:state:america:inflict:death:penalti,lettera
241,actual:seen:pelinka:resign,lettera
242,sent:septemb:refer:alleg:british:press:member:hous:hannan:fact:alleg:rais:gbp:campaign:danish:referendum:euro,lettera
243,juli:appear:hous:put:member:health:carpet,lettera
244,enquir:told:matter:sent:resid,lettera
245,accord:treati:certain:accord:spirit:parliament:involv:propos:polici:measur,lettera
246,commission:busquin:kind:assur:week:danger:weaker:charter:exist:european:union:legisl,lettera
247,cooper:committe:excel:accept:number:amend:spirit,contenuto
248,delight:institut:reach:agreement:adopt:read:aspect:amend:concern:agricultur:expenditur:fisheri:agreement:inclus:estim:balanc:financi:year:preliminari:draft:budget,lettera
249,receiv:fact:emot:issu,lettera
250,prevent:provision:situat:turn:perman:juli:year:commiss:remind:member:state:concern:oblig:design:court:communiti:trade:mark,lettera
251,clear:violat:spirit:aforement:decis:taken:head:govern:regard:seat:parliament,lettera
252,realli:quit:dread:contradict:treati:hope:happen,disdicevole
253,let:frank:affect:confirm:receiv:repres:green:european:free:allianc:know:spoke:convey:messag:avail:head:govern:minist:union,lettera
254,mrs:ghilardotti:bureau:take:note:suggest:concern:wish:presid:european:parliament:send:inform:request,lettera
255,sure:understand:observ:courtesi:recognis:basi:person:written:releas:wrote:mrs:gradin,lettera
256,surpris:know:anita:gradin:formal:confirm:releas,lettera
257,simpli:hope:gahrton:power:comprehens:advanc:great:read:did:evid:cours:contribut:have:rudimentari:understand,lettera
258,exampl:know:pierr:sané:secretari:amnesti:intern:commiss:council:end:year:threat:day:akin:birdal:turkish:human:right:associ:persist:declar:turkish:author:situat:kurdish:cyprus:conflict:matter,lettera
259,januari:newspap:frontier:post:publish:reader:follow:newspap:staff:taken:custodi:accus:blasphemi,lettera
260,pleasant:sign:swedish:presid:belgian:presid:prodi:commiss:presid:behalf:european:parliament,lettera
261,describ:way:negoti:turkish:govern:concern:democratis:run-up:applic:enlarg,lettera
262,regard:specif:question:transport:shall:pass:mrs:palacio:sort:stop:shop:doe:exist:inform:research:propos:obvious:receiv:regular:basi:inventor:believ:solut:cours:sent:administr:depart,lettera
263,immedi:assur:shall:announc:parliament:mrs:vayssad:specifi:shall:refer:matter:committe:legal:affair,lettera
264,regard:council:commiss:prais:fact:stockholm:summit:prime:minist:persson:presid:commiss:prodi:sent:presid:unit:state:emphasis:import:kyoto:protocol:state:polici:climat:essenti:ingredi:understand:transatlant:relat:minor:issu,lettera
265,hope:amend:present:follow:read:exact:cost:aris:bse:foot-and-mouth:diseas,lettera
266,madam:presid:fulli:understand:repli:schulz:accord:repli:acknowledg:receiv:document:spanish:suprem:court:relat:request:waiver:immun:berlusconi:dell:utri:doe:squar:repli:schulz,lettera
267,necessari:written:member:hous:believ:address:govern:council,lettera
268,unfortun:april:rule:suspend:croatian:ministri:justic:argu:constitut:confirm:despit:univers:view:consist:spirit:croatian:constitut:fundament:charter,lettera
269,receiv:express:degre:alarm:possibl:consequ:propos,lettera
270,way:date:juli:receiv:request:spanish:govern:intermediari:spanish:perman:repres:waiver:parliamentari:immun:silvio:berlusconi:marcello:dell:utri:drawn:spanish:judici:author,lettera
271,new:post:need:enabl:commiss:fulfil:polici:oper:oblig:set:fine:amend:accompani:document:cost:eur:million,lettera
272,presid:violat:spirit:question:aim:ask:specif:question:receiv:specif:possibl:repli,travisato
273,cultur:relativ:realli:misunderstand:appropri:respons:berlusconi:decid:help,lettera
274,presid:honour:member:berengu:fuster:rais:similar:question:decemb:commiss:address:formal:notic:spain:franc:luxembourg:itali:greec:recal:need:fulfil:oblig:regard:design:communiti:trade:mark:court,nota
