id,phrase,classes
37,border:andalusia:gibraltar:absurd:inordin:long:delay:month,teatro
38,month:drop:water:level:reveal:desol:confirm:extent:disast:loss:human:life:mean:prevent:effort:reconsid,spettacolo
39,verifi:progress:compet:parliament:accord:treati:leav:stage:great:declar:look:decis:actual:taken:carri:look:consider:darker:presid,panorama
40,disast:januari:drastic:consequ:human:anim:environ,luogo
41,major:issu:appear:confer:launch,scena
42,general:favour:strong:european:union:presenc:intern,scena
43,remind:histori:childhood:konrad:adenau:charl:gaull:drove:german:town:exact:way:demonstr:problem:neighbour:overcom:franc:germani:core:european:integr,ripensato
44,abil:fine:visibl:stunt:prefer:kind:visibl:come:profession:respect:get:real:influenc:global,scena
45,presid:long:reli:austria:domest:polit:freedom:parti:jörg:haider:bombard:critic:media:general:individu:journalist:politician:individu:member:public:lawsuit,sommergano
46,farmer:allendal:valley:recent:hotspot:believ:taken:necessari:measur:avoid:diseas,teatro
47,european:union:shoulder:respons:world:polit:good,scenario
48,madam:presid:debat:prove:heat:discuss,quinta
49,hand:light:speak:modern:contemporari:term:understand:technolog:revolut:revolutionis:cultur:say:dare:courag:call:outright:conserv:audiovisu:heritag:appropri,sovvertirà
50,configur:develop:european:satellit:communic:step:forward:new:technolog:signific:chang:current:break:monopoli:consid:irrevers,panorama
51,look:contin:promis:instabl:venezuela:extrem:delic:situat:colombia:spectacular:fall:public:support:presid:toledo:peru:visit:hous:decemb:general:uneas:region,panorama
52,guidelin:adopt:salient:event:taken:european:energi,scenario
53,met:powel:mrs:rice:polit:figur:american:polit:bid:ensur:substant:debat:european:union:presid:bush:issu:summit:council:june,scena
54,believ:european:master:postgradu:programm:help:univers:creat:partnership:free:world:come:extern:control:indic,scena
55,convinc:struggl:public:moment:hand:reform:new:govern:new:parliament:human:right:organis:reform:conserv:strong:repres:armi:bureaucraci:judiciari,quinta
56,cancún:propaganda:game:certain:need:explain:heir:princ:metternich:talleyrand:signific:propaganda:intern:polit,giocata
57,survey:knack:see:system:organ,costruirsi
58,treati:nice:time:appear:provid:articl:tec:implement:regul:requir,fornendone
59,human:right:trampl:impun:british:repres:sir:jeffrey:jame,jeffrey
60,crime:general:czech:republ:access:countri:custom:spend:money:lament:main:present:germani:fact:cross-bord:problem,scena
61,need:influenc:econom:attract:recycl:set:materi:re-ent:economi,presupposto
62,oil-produc:countri:extrem:wealth:tini:minor:contrast:extrem:poverti:popul:religi:confront:month:caus:death:villag:attack:plateau:princip:inhabit:christian,teatro
63,monnet:tend:work:quiet:use:legendari:intern:network:skill:build:widest:case:new:europ,quinta
64,presid:commission:ladi:gentlemen:inconceiv:discuss:maldiv:evok:holiday:paradis,paradisiaca
65,prosaic:everyday:natur:bustl:shopper:market:stall:contrast:brutal:clear-up:oper:take:human:remain:scrape:canopi:market:stall,indaffarate
66,prime:minist:balkenend:capac:presid:european:council:work:constant,quinta
67,wit:sign:rome:think:marvel:unit:kingdom:presid:council:commit:constitut:quit:commit:public:differ,quinta
68,appear:world:trade:new:aggress:global:player:china:india:make:necessari:review:tradit:object:communiti:trade:polici:characteris:maximum:open:market:assist:promot:european:industri:worldwid,scenario
69,entir:matter:hallmark:sordid:polit:manipul:sole:aim:remov:irreproach:man:polit,scena
70,ask:question:precis:colombia:second:largest:refuge:disast,scenario
71,unlik:posit:taken:european:negoti:meet:world:trade:organis:june:accept:reduct:custom:duti:leav:brazil:monopoli:food,quinta
72,karadz:remov:polit:essenti:vital,scena
73,support:communitar:common:foreign:secur:polici:justic:home:affair:europ:need:voic:intern:languag:forc:continu:given:prioriti:world:economi:global:organ:democrat:legitimaci:world:bank:intern:monetari:fund:princip:decis,scena
74,just:day:baldiña:sazor:marina:ribera:baja:area:flood:swept:away:crop:destroy:industri:infrastructur,teatro
75,touch:took:cours:debat,scena
76,presid:contribut:european:union:san:josé:dialogu:end:horrif:civil:war:nicaragua:salvador:recent:guatemala:consider:demonstr:quit:clear:posit:role:european:union:play:world,scena
77,democraci:constitut:strong:prime:minist:hun:sen:best:suppress:forc:democraci,quinta
78,great:concern:record:budget:manag:alloc:van:maerlant:build:differ:institut:year:second:read:fourth:idea:obstin:determin:reject:amend:dignifi:import:manifest:european:parliament:intern:sakharov:prize:decid:confer:presid:afternoon,scena
79,mobil:structur:fund:particular:social:fund:erdf:sme:adapt:emploi:initi:ensur:european:textil:continu:play:irreplac:econom:social:role:european,panorama
80,presid:ladi:gentlemen:shift:slight:week:decid:negoti:milosev:regard:solut:balkan:problem:kosovo:bosnia:croatia,scenario
81,sure:messag:brought:great:comfort:thought:survivor:young:live:near:parent,incendio
82,equal:unaccept:citi:clash:gratuit:violenc:allow:entri:humanitarian:reason,diventino
83,doubtless:lot:protest:voter:want:chang:austrian:polici:long,elettore
84,think:import:maintain:constant:contact:opposit:attempt:bring:chang:polit,situazione
85,set:liberalis:medium:term:step:take:step,scenario
86,depress:intern:year:practic:abil:deliv:humanitarian:relief:rapid:unpromis:circumst:increas:great:deal:abil:prevent:humanitarian:assist:necessari,scena
87,report:report:mrs:karamanou:mrs:rour:vote:today:set:harmonis:member:state:procedur:crimin:law:establish:maximum:minimum:penalti:money:launder:indirect:step:taken:develop:common:european:legal:court:polic:judg:judici:develop:wish:support,premessa
88,nice:nation:haggl:individu:state,mercanteggiato
89,presid:look:propos:commiss:present:help:think:man:sit:stream:finland:tri:catch:salmon:net,guadino
90,recent:media:begun:publicis:precautionari:principl:just:appear:intern:legal,scena
91,final:type:polici:relat:intervent:european:union:collabor:member:state:polit:network:women:indic:european:level:refer:finnish:presid:indic:applic:creat:nation:undertak:nation:target:benchmark:train:final:support:women:nation:state:european:polit:import:intern:role:creat:standard:power:standard,scena
92,polit:social:criminalis,criminalizzati
93,privat:italian:network:sett:broadcast:dress:black:block:calm:chat:anti-riot:polic:away,conversare
94,curious:discuss:undoubt:take,quinta
95,clear:need:establish:strong:partnership:intern:end:cold:war:european:union:shirk:respons:challeng:place,scena
96,contrari:europ:equip:instrument:perman:oper:coordin:similar:degre:exert:influenc:intern:impos:vision:human:protect:individu:freedom,scena
97,presid:laeken:declar:set:broad:public:discuss:futur:europ,presupposto
98,dublin:reminisc:countri:greater:extrem:climat,scenario
99,necessari:continu:negoti:continu:talk:continu:move:polit:centr:graviti:polit,scena
100,sure:wit:countri:wit:boom:cheap:brother:type:televis:programm:agre:imprison:want:better:word:viewer:invit:peep:keyhol:wait:titil:happen:usual:frank:sex:unexpect:interest:happen,parliamoci
101,want:live:area:secur:freedom:justic:fight:intern:terror:import:challeng:foreign:secur:polici,estera
102,resist:temptat:destabilis:afghanistan:indic:attempt:foment:instabl:iraq:saddam:hussein:departur,scena
103,prestig:haarder:awar:broken:kadettrinn:danger:place:baltic:sea:innumer:accid:near-accid:ship:driven:wrong:way,teatro
104,influenti:player:today:franco-german:allianc:held:good:mean:pay:price:polit:courag:face:greater:power,franco-tedesca
105,european:word:believ:virtu:debat:convict:useless:humili:need:allow:intern:believ:intern:law,scena
106,wish:thank:committe:secretariat:valu:ever-reli:support:task:did:coordin:work,quinta
107,vote:leinen:report:statut:financ:european:polit:parti:believ:indec:money:taxpay:order:preserv:artifici:bodi:main:believ:real:european:polit:particip:european:democraci,indecente
108,greec:show:open:turkey:great:countri:present:european:polit:good:time:bad,scena
109,debat:corridor:heard:call:compromis,quinta
110,second:china:stronger:stronger:world:polit,scena
111,stop:border:wit:ridicul:absurd:train:wait:hour:polish-belarusian:border:look:horror:cross:border:terrifi,scena
112,measur:offer:rescu:team:better:chanc:arriv:prompt:accid:reduct:taken:accid:occur:arriv:inform:accid:includ:precis:locat,incidente
113,human:right:defend:face:death:threat:uphold:right:evid:zimbabw:polit:imprison:mass:evict:persecut:journalist:european:commiss:deleg:said:awar:guidelin:human:right:defend,scenario
114,stress:thank:person:goe:men:women:support:minist:attend:parliament:work,quinta
115,concern:went:so-cal:cia:committe:establish,quinta
116,arriv:nation:provid:chanc:reconcili:contin:experienc:war,arrivo
117,realli:know:presid:union:success:apart:tri:work:council:constitut:revis:bring:peac:possibl:send:humanitarian:aid,suscitare
118,situat:offici:unit:nation:peace-keep:forc:prevent:visit:kill,luogo
119,europ:bred:horror:crucibl:basic:idea:digniti:human:forg,luogo
120,certain:wild:jubil:result:far-reach:satisfact:adopt:agenda:sustain:develop:global:agenda,scena
121,new:argument:appear:said:world:trade:organis:prevent:introduct:ban:sale,comparsa
122,constitu:attend:match:simpli:shock:appal:televis:ask:rais:issu:european:level,scena
123,appeal:confer:simpli:exchang:view:committe:give:concret:impetus:joint:action:realm:second:pillar,luogo
124,absenc:progress:direct:acquir:import:aim:achiev:intern:play:role:want:play:condemn:stagnat,scena
125,report:set:closer:cooper:exist:member:state:field:justic:home:affair,sostiene
126,peculiar:synthet:drug:consum:exclus:techno:rave:cultur:young:level:societi,scena
127,sudden:death:presid:opposit:leader:abiola:occur:eve:releas:dealt:great:blow:possibl:democrat:meant:disappear:key:figur:enjoy:tremend:popular:favour:support:launch:democrat:transit,scena
128,member:hous:wit:wreckag:car:famili:funer,scena
129,problem:way:handl:subject:say:think:parliament:discuss:individu:incid:fear:great:island:kingdom:incid:nation:religi:factor:intertwin,intrecciarsi
130,whilst:world:wit:desper:rooftop:tree:aid:got:way:camera,arrampicata
131,screen:starv:children:ethiopia:rememb:horror:famin:horn:africa,schermo
132,closest:preced:case:involv:traffic:offenc:mep:flee,fuga
133,today:just:day:away:peac:agreement:major:crisi:erupt:dramat:violenc:peac:chanc:succeed:help:side:take:huge:collect:individu:risk:bring:peac,scatenare
134,role:impact:sport:societi:enorm:entir:sport:undergo:chang:far:social:debat:concern:just:heat,girone
135,coordin:mechan:member:state:invit:identifi:group:interven:short:notic,brevi
136,europ:want:mere:globalis:battl:want:complet:communiti:move:unit:compon:express:new:progress:new:civilis:allow:citizen:equal:foot,scontro
137,principl:tool:achiev:closer:cooper:region:fisheri:organis:rfos:play:key:role:intern:lack:human:resourc:communiti:adequ:repres,scena
138,extrem:secret:document:rare:look:vietnames:govern:polici,schermo
139,allow:say:word:bicker:battl:taken:recent:committe:wit:chamber:moment,quinta
140,play:concept:ivorian:ident:order:exclud:ouattara:polit:power:pave:way:ethnic:conflict,ivoirité
141,need:collabor:plan:local:rescu:unit:countri:suffer:earthquak:flood:forc:countri:affect:rush:save:live,loco
142,milosev:departur:import:step:forward:direct:bring:year:war:hatr:end,scena
143,opportun:european:union:improv:presenc:intern:defend:principl:democraci:human:right:legitimaci:object,legittimano
144,report:line:prioriti:share:major:parliament:improv:european:union:presenc:intern,scena
145,mrs:jackson:awar:satisfi:entir:hand:doe:mean:just:sing:lament:sidelin,quinta
146,fact:intern:compani:quick:european:union:aid:organis,loco
147,unfortun:adjust:modern:societi:emerg:intern:twentieth:centuri:caus:flashpoint:develop:part:contin:possibl:defus:flashpoint:high:charg:polit:emot,assestamento
148,object:principl:europ:ask:insist:includ:erad:poverti:rais:status:africa:world:make:good:govern:basic:requir:build:peac:secur:stabl:contin:energis:economi:advantag:world:trade:tri:ensur:millennium:develop:goal:area:health:educ:met,scena
149,commission:vitorino:come:june:council:retrospect:look:achiev:period:contempl:amsterdam:treati:set:tamper:agenda:start:develop:netherland:presid,contesto
150,consum:protect:local:media:organis:request:inspect:report:respons:function:tell:thing:appear,quinta
151,presid:day:remain:long:journey:began:joy:novemb:brandenburg:gate:berlin,scena
152,compromis:negoti:doubl:major:popul:decis:element:approv:principl,quinta
153,question:rais:compass:victim:mistak:dutch:presid:council:start:demand:report:inform:polici:make:absolut:prioriti:express:concern:dimens:terror:take,attentato
154,dutch:buri:remind:hammer:hous:horror:arm:reach:coffin,scena
155,steep:slope:river:douro:northern:portug:success:generat:centuri:sculpt:mountain:bare:hand:miracul:transform:stone:desol:landscap:extraordinari:beauti:classifi:world:heritag:site,scenario
156,convinc:set:industri:develop:market:type:equip,condizione
157,make:possibl:emerg:servic:quick:accid:particular:isol:hard:reach:cut:eur:billion:annum:cost:result:accid:initi:expenditur:half:billion:doubt:money:invest,luogo
158,accid:respons:term:make:accid:safe:help:victim:import:requir:term:limit:tragic:consequ,soccorrere
159,compani:scare:talk:told:incid:occur:inspect:carri:financ:offic:custom:offic:remind:second:world:war,scena
160,liber:process:insid:singl:market:encompass:effort:elimin:monopoli:demarc:diseconomi:damag:european:competit:hold:capac:compet:world:reneg:civil:principl:univers:access:categori:essenti:servic,scena
161,decis:taken:precis:lead:member:state:commit:reduc:public:expenditur:budget:deficit:remodel:welfar:problem:requir:difficult:polit:decis:domest,rimodellare
162,mombaur:care:brought:consider:enorm:depth:moment:help:realiz:european:polit:circl:essenti:overcom:resist:mention:grow:convict:renew:energi:sourc:substanti:contribut:european:energi,panorama
163,consid:propos:direct:learn:council:get:old:idea:europ:realiti:old:lie,quinta
164,know:forc:difficult:silenc:agreement:doe:regard:suffici:point:agreement:major:opposit:refer:demand:disappear:berisha,scena
165,simpli:say:welcom:report:set:lang:mamèr:report:regard,mamère
166,presid:ladi:gentlemen:morn:lot:said:situat:let:look:moment:backdrop:threaten:middl:east,scenario
167,remind:simplest:way:bring:european:repres:closer:elector:way:round:nation:parliament:major:role:communiti:decision-mak:make:activ:player:european,scena
168,doe:word:europ:come:bank:bosporus:magic:exchang:east:west:birthplac:centuri:modern:day:athen:trojan:war,teatro
169,union:appear:hesit:absent:intern:recent:month,scena
170,pride:defend:democraci:inspir:wit,fierezza
171,presid:week:andalusian:town:ejido:saw:inappropri:european:union:year,scena
172,know:pressur:american:govern:threaten:start:proceed:wto:appropri:fair:democrat:commiss:explain:just:drag:feet:tabl:direct,quinta
173,offer:prospect:profit:multin:work:year:achiev:end:have:derog:grant:occas:number:countri:join:union:extend:general:rule,quinta
174,support:speaker:said:sadac:countri:doubt:look:situat:great:concern:undoubt:work:maintain:democrat:climat,sadc
175,on-go:exercis:monitor:commiss:fifth:report:set:conclus:recommend:communic:review:issu:european:parliament:work:right,contesto
176,meet:help:demonstr:confus:definit:audiovisu:sector:radio:integr:import:audiovisu:cultur:financi,audiovisivo
177,actual:fact:budget:develop:fund:broader:term:develop:sphere:clear:goal:lack:staf:level:inadequ:critic:sphere:need:work:set:enorm:backlog:control:cultur:domin:self-interest:fear:actual:result:duti:achiev:result,accumulano
178,assum:afford:filter:devic:parent:suppos:protect:children:so-cal:children:programm:major:contain:violenc:scarier:horror:film,scena
179,owe:misplac:plea:suffer:iraqi:realli:believ:saddam:lack:financi:mean:allevi:tyrant:tigri:gradual:given:room:manoeuvr:intern,livello
180,presid:welcom:effort:public:moment:portugues:citizen:kidnap:particular:effort:portugues:govern:view:ensur:releas:hostag,discreti
181,oppos:disclosur:spoken:debat:oppon:difficult:negoti:necessari:vote:better:outcom:today,quinta
182,forget:prais:effici:immedi:rush:disast:provid:assist:servic:hospit:staff:play:organis:support:network:victim:famili,tessuta
183,come:analys:signific:septemb:hand:consider:gulf:develop:side:atlant:regard:isol:oper:manifest:new:global:terrorist:domin:hyperterror,iperterrorismo
184,effort:vain:negoti:commit:defend:agricultur:product:convict:intern,scena
185,presid:world:exampl:violenc:cruelti:individu:appal:mob:violenc:lynch:rule,scena
186,presid:worri:thing:intern:ought:spur:longer:know:way:look,scena
187,presid:involv:work:hard:guidanc:rapporteur:order:complet:dossier:end:mandat,quinta
188,disappear:dutch:polit:year:number:occas:subject:advers:news:coverag:previous:action:minist:subsequ:conduct:businesswoman,scena
189,regret:seen:recent:spain:itali:racism:footbal:increas,scena
190,believ:european:union:play:stronger:role:intern,scena
191,februari:year:belarus:protest:relat:econom:issu,teatro
192,regard:crucial:issu:current:occupi:intern:broad:converg:opinion:unit:state,scena
193,donor:commiss:act:swift:spring:discov:humanitarian:organis:hope,cercate
194,frank:import:difficult:european:council:approach:flexibl:vision:signific:progress:import:issu:face:union:set:work:austrian:finnish:colleagu:come:year,premessa
195,geograph:area:european:union:seen:construct:cathedr:french:revolut:declar:right:man:citizen:birthplac:rule:law:welfar,teatro
196,realli:better:year:balkan:bloodi:massacr,teatro
197,shock:great:accid:affect:immedi:vicin:area:thousand:kilometr,incidente
198,wait:holbrook:christoph:fli:peacebrok:arriv:wait:long:precis:presidenti:elect:unit:state,christopher
199,presid:occas:examin:second:read:televis:frontier:direct:good:reason:concern:fate:european:audiovisu:chang:commiss:propos,panorama
200,europ:total:absent:polit:customarili:tend:hard:commiss:credit:have:tri:play:posit:role:matter:matter:commiss:result:total:favour,spettava
201,rememb:european:civil:live:quit:hygien:smoke:salt:boil:cool:food:long:strang:addit:came,refrigerati
202,figur:week:chosen:random:french:week:point:count:murder:rape:fight:shoot:abduct:hostag:situat:tortur,scena
203,second:convict:action:player:oper:intern:region:intern:organis:nation:local:author:civil:societi:organis:compani:differ:profound:motiv:aim:equal:import:term:real:impact:actual:situat:individu:local:communiti,scenario
204,presid:mrs:kjer:hansen:happen:talk:entir:open:public,quinta
205,report:great:satisfact:have:particip:great:democrat:just:experienc:unparallel:european:polit,panorama
206,catastroph:bible-lik:turkey:stretch:squar:kilometr:size:belgium:denmark:expans:affect:live:million,scena
207,presid:feel:disgust:indign:lynch:moroccan:day:labour:took:ejido,scena
208,overlook:fact:major:obstacl:indispens:involv:vulner:communiti:forest:area:question:unrest:conflict:suffer:advers:impact:tourism:held:miracl:cure:local:law:forest:hard:enforc:actual:exist,teatro
209,presid:trial:strength:prepar:week:feira:european:council:want:extend:intergovernment:confer:agenda:want:cut,quinta
210,certain:activ:inform:use:meet:member:parliament:member:state:candid:countri:membership:european:union:attend:nation:deleg,quinta
211,polic:arriv:fail:arrest,recate
212,kind:problem:harm:credibl:intern:give:european:taxpay:terribl:impress:way:communiti:institut:public:fund,inviano
213,cours:difficult:determin:long:serbian:popul:need:continu:fight:milosev:actual:disappear,scompaia
214,presid:member:elect:hous:elect:europ:speak:europ:determin:role:europ:play:intern,scena
215,deserv:special:attent:fit:union:great:ambit:regard:latin:america:extent:privileg:allianc:link:contin:arrang:union:main:contribut:fight:drug:countri:oper:protagonist,teatro
216,presid:repres:region:north-east:england:origin:outbreak:just:recent:affect:outbreak,nord-est
217,place:social:network:great:pressur:invest:pattern:privat:sector:public:sector:led:key:strateg:defici:comparison:competitor:world,scena
218,shall:vote:favour:framework:decis:combat:terror:shall:abstain:vote:favour:framework:decis:european:arrest:warrant:appear:terrorist:threat:serv:overal:purpos:feder:limit:strike:blow:terrorist,federalistico
219,equatori:guinea:present:unaccept:violat:basic:human:right,teatro
220,respect:hope:commiss:continu:effort:intern:impress:necess:come:board:vital:issu,scena
221,implement:erasmus:mundus:programm:lead:european:compani:build:last:partnership:univers:essenti:mean:european:cours:mean:excel:european:univers:forefront:intern:slow:brain:drain:europ:unit:state,scena
222,georg:bush:decid:monopolis:manag:road-map:middl:east:risk:entail:complic:sharon:reserv:substanc:commit:european:union:despit:have:joint:initi:fragil:hope:peac:allow:oust:resist,scena
223,albania:mention:earlier:countri:alleg:activ:traffick:children:organ:destin:alleg:european:union,suppone
224,import:way:thank:servic:incred:work:credit:deserv,quinta
225,incid:repercuss:right:europ:media:cours,punta
226,wonder:agenda:mention:topic:desir:joint:eu-level:extern:servic:resourc:seek:influenc:intern,scena
227,madam:presid:georg:orwel:farm:repeat:soon:debat:sheep:begin:leg:good:leg:bad,scena
228,europ:voic:heard:loud:clear:intern,scena
229,presid:belong:world:world:belong:accord:favourit:dutch:musician:thé:lau:accord:live:transmit:televis:channel,lau
230,far:textil:cloth:sector:concern:happen:today:set:decad,scenario
231,member:parliament:citizen:europ:govern:europ:european:union:fundament:player:intern,scena
232,spent:great:deal:side:european:busi:industri:spring:european:summit:believ:cooper:high:success,quinta
233,brief:european:union:player:massiv:russian:social:limit:influenc,attore
234,bear:mind:mention:member:hypocrisi:doe:exist:intern:main:commerci:polit:partner:world:retain:death:penalti,scena
235,long:central:banker:continu:shot:ecofin:true:econom:counterbal:european:central:bank,quinta
236,presid:certain:angel:polit:begun:cooper:europ:usa,palcoscenico
237,countri:antidrug:disco:call,discoteca
238,actor:complex:file:longer:take:bring:fruition,intervengono
239,remind:schiller:wallenstein:piccolomini:arriv:late:arriv,scena
240,say:support:jacqu:delor:propos:back:import:figur:polit:organis:european:elect:campaign:just:polit:programm:choic:commiss:presid:european:polit:parti:have:public:present:candid:post:elector,propongano
241,certain:suggest:mrs:buitenweg:refrain:make:fuss:morn:order:avoid:embarrass,incresciosa
242,final:present:report:plenari:behalf:legal:affair:committe:thank:inspir:especi:mention:hope:set:debat:tonight,avvio
243,explan:culprit:drawn:crime,luogo
244,bit:happier:attitud:council:today:juli:occas:situat:crisi:european:union:author:arriv:intern:voic:heard,scena
245,polit:israel:elect:februari,panorama
246,parliament:support:effort:swedish:ngos:promot:peac:parti:involv:start:costa:rica,rica
247,think:requir:imagin:know:appli:pressur:question:given:oral:repli:parliament:newspap:know:prodi:precis:repli,quinta
248,period:turkish:prison:riot:suppress:particular:bloodi:mean:follow:hunger:strike:turn:death:fast,teatro
249,special:repres:léotard:swoboda:said:necessari:negoti:rebel,loco
250,president-in-council:state:moment:sang:lament:avail,quinta
251,seen:surround:recent:summit:meet:think:sad:difficult:legitim:repres:civil:societi:point:leader:present,scena
252,saw:violenc:street:peac:citi,scena
253,confront,scenario
254,presid:europ:forc:reckon:intern:jeopardis:secur:need:credibl:defenc:contribut:nato:outlin:coher:viabl:euro-atlant:secur:concept:matter:urgenc:pain:ostracis:intern:isol,scena
255,committe:region:relat:newcom:european,scena
256,dramat:film:year:imag:daili:media:ramshackl:old:lighter:disus:barg:sail:boat:sandokan:pirat:overflow:dinghi:bring:hundr:hundr:despair:shore:spent:copious:amount:money:far:subject:day:day:depriv:hardship,scena
257,influenc:brought:bear,quinta
258,democrat:european:institut:greater:respect:union:intern,scena
259,anecdot:translat:taken:serious:adapt:european:parliament:barroso:success:career:ahead:america:outstand:politician:speaker:hous:triumph:polit:countri,scena
260,matter:europ:doe:stay:look:torpor:rhetor:instead:make:activ:efficaci:practic:intern,scenario
261,believ:regrett:istanbul:recent:day:condemn,scena
262,fact:forens:clean-up:murder:intimid:wit:offer:ira:murder:murder:refus:cooper:polic:servic:northern:ireland:polit:motiv:separ:murder,scena
263,follow:news:attempt:bomb:attack:presid:allianc:vojvodina:hungarian:józsef:kasza:went:visit:week,scena
264,deport:preacher:hatr:terrorist:admit:frighten:presenc:contemporari:face:tortur:death:penalti:countri:origin,scena
265,month:later:ala:new:repres:disappear:parliament,scena
266,long:argu:europ:ethic:polit:respons:decis:contribut:develop:africa:recent:time:clear:everybodi:develop:absolut:essenti:order:maintain:stabil:intern:stabil:prosper:europ,scena
267,view:china:india:arriv:vietnam:linchpin:relat:asia:human:right:integr,scena
268,real:reason:energi:compani:rwe:eon:fought:direct:tooth:nail:commiss:hous:council:right:end:prospect:market:save:energi:terrifi,quinta
269,negoti:discuss:prepar:need,chiuse
270,emerg:china:india:global:trade:play:huge:role:feat:continu:lead:develop:world:exampl,scena
271,unfortun:appar:report:doe:far:deal:problem:european:parliament:present:concern:influenc:lobbi:organis:polit:decis,occulta
272,just:hour:assembl:debat:role:public:privat:televis:certain:lard:trash:leav:young:moral:refer:point,telespazzatura
273,question:polit:supposit:underpin:european:construct:serv:interest:doubt:construct:parti:polit:institut:forg:context:result:arrang:creat:lab,politico-partitari
274,presid:listen:care:santer:follow:came:mind:ship:caught:great:storm:danger:drift:rock:break:captain:instead:send:sos:tri:save:situat:sit:cabin:write:ship:log:provis:intend:buy:port:assum:arriv,burrasca
275,state:committe:inquiri:manag:bring:question:transit:recess:administr:polit:entir:agre:underlin:import:relat:reform:activ:expect,scena
276,presid:want:record:hous:afternoon:discuss:particular:distress:member:british:conserv:parti:seen:make:obscen:gestur:public:galleri,scena
277,given:respons:player:intern:parliament:urg:parti:involv:refrain:take:step:lead:eros:confid:need:pursu:applic:agreement:prejudic:result:negoti:regard:perman:status:palestin:particular:recent:februari:european:union:sign:provision:associ:agreement:palestin:nation:author:evalu:given:special:legal:posit:palestin:author:provision:period,politica
278,report:set:cooper:area:secur:defenc:polici,cenno
279,european:parliament:popular:implic:european:union:exact:further:kind:took:yesterday:today:vote:european:member:parliament:declar:paid:vote,tafferuglio
280,report:culmin:year:work:kellett-bowman:commiss:bring:forward:document:harmon:regul:satellit:agenc,quinta
281,unaccept:peopl:europ:day:televis:atroc:massacr:problem:refuge:destabilis:region:europ:refuge:albania:pressur:fyrom:region:explod:european:union:council:minist:simpli:prepar,atrocità
