id,phrase,classes
60,presid:prodi:describ:object:friend:surround:extend:russia:morocco,cerchia
61,econom:dialogu:bank:cultur:dialogu:foundat:great:prospect:close:relat:friend:southern:mediterranean,anello
62,key:principl:friend:forg:joint:ownership,cerchia
63,exampl:practic:target:legisl:prize:draw:swindl:consum:encourag:mobil:phone:text:messag:premium-r:number:prize:doe:exist,comporre
64,mean:practic:term:need:thing:learn:accompani:life:learn:lifelong:punish:promot:mobil:employ:scienc:research:cross-bord:educ:opportun:recognit:degre:accept:access:educ,suona
65,alarm:bell,campanello
66,statement:europ:doe:seek:acquir:new:knowledg:share:knowledg:doe:support:knowledg:financi:omin,infausto
67,follow:dutroux:scandal:belgium:heighten:awar:activ:paedophil:alarm:scale:child:sex:tourism,pedofilo
68,grow:concern:mention:fitzsimon:relat:soft:pvc:toy:childcar:articl:teeth:pvc:general,dentizione
69,middl:east:great:lake:area:latin:america:union:allow:run:pay,piatto
70,need:pay:night,telefonare
71,tragic:event:dover:june:cruel:remind:need:fight:effect:illeg:immigr,organizzazione
72,have:said:use:great:deal:flex:muscl:hous:happen:parliament:enter:vote,ring
73,member:so-cal:wonderland:club:internet:paedophilia:arrest:site:differ:european:countri,wonderland
74,foot-and-mouth:polici:inadequ:exampl:vaccin:vaccin:council:member:council:treat:threat:great:britain:extrem:light,circoscritta
75,holland:vaccin:success:mood:commiss,circoscritta
76,travel:british:univers:speak:student:rash:star:flag:literatur,stellato
77,respons:simpl:demand:histori:led:road:intent:first:strengthen:barcelona:polici:develop:encount:major:problem:second:defin:new:polici:outlin:friend:share:institut:union:point:hope:greek:italian:presid:help:boost:year:given:consecut:mediterranean:presid,anello
78,union:concentr:circl:interconnect,anello
79,famous:swedish:poem:includ:word:chao:god:neighbour:true:today,suona
80,presid:import:establish:relat:new:neighbour:follow:enlarg:zone:prosper:friend:enjoy:close:peac:cooper:econom:relat,area
81,classifi:reject:bunch:crimin:view:fact:contact:exampl:number:group:dislik:council:guardian:hollow,suona
82,extend:question:apolog:make:clear:earlier:just:potato:rot:diseas:call:ramorum:dieback:sudden:oak:death:seen:netherland:reach,anulare
83,threaten:statement:limit:right:grant:parliament:treati:minist:european:affair:fail:candid:commission,suona
84,thank:tannock:excel:report:deal:relat:european:union:neighbour:creation:friend:european:union,cerchia
85,need:surround:friend:enjoy:free:market:secur:border:share:valu:european:union:particular:human:right:democracy-build,anello
86,recent:british:studi:reveal:polic:identifi:paedophil:area:just,pedofilo
87,urgent:need:legisl:intern:nation:level:ensur:modern:communic:network:use:support:pervert:organ:crimin,turpi
88,first:commiss:indign:closur:renault:plant:hollow:opinion,suona
89,succeed:mainstream:transport:infrastructur:project:major:road:dublin:port:tunnel:upgrad:main:road:citi,circonvallazione
90,look:watch:believ:given:stake:quit:signific:vote:better:ensur:bell:doe,campanello
91,commission:deleg:tomorrow:tell:approach:guatemalan:govern,telefonare
92,revolutionari:soon:realist,rivoluzionario
93,mind:tell:depart:concern:dose,suonare
94,member:public:purchas:sexual:servic:woman:trap:traffick:abhorr:wealth:crimin:organis:employ:increas:cruel:method,compera
95,name:phthalat:ban:result:use:floor:cosmet:children:toy:use:use:fear:carcinogen:februari:total:clear:leav:dinp:use:soften:pvc:chew,dentizione
96,content:gunboat:fleet:fli:star:flag:enforc:fisheri:polici,cerchio
97,true:say:bank:oper:price:deliber:keep:price:high:globalis:fewer:fewer:bank:mean:competit,cartello
98,ghent:triumvir:affront:itali:europ:prodi:said:europ:depriv:strength:featherweight:intern:weaken:bit:europ:exist,ring
99,seafar:crew:schiffsbesatzung:addit:advantag:express:use:german:version:seemännisch:german:masculin:whilst:schiffsbesatzung:seafar:crew:said:gender-neutr:advantag:term:gender:mainstream,schiffsbesatzung
100,presid:just:extrem:interest:discuss:commiss:leitmotif:contribut:strongly-held:argument:spoke:absolut:imper:question:relationship:new:neighbour:prioriti:past:given:enlarg:word:everybodi:respons:promot:concept:institutionalis:friend:offer:way:share,cerchia
101,first:geograph:area:mean:restrict:closest:neighbour:mediterranean:south:russia:ukrain:countri:friend:case:deal:partner:somewhat:away:border:neighbour,circolo
102,ask:public:enthusiast:creation:super-minist:foreign:affair:sudden:appoint:vice-presid:commiss:appoint:presid:european:council:text:total:comprehens:hollow,superministro
103,aim:creat:friend:border:new:enlarg:european:union,cerchia
104,prerequisit:creation:secur:countri:region:includ:israel,cordone
105,european:neighbourhood:polici:mean:emphasis:common:bond:geographi:histori:trade:migrat:cultur:bring:countri:friend:closer:european:union,cerchia
106,believ:comment:meet:foreign:affair:minist:member:state:held:luxembourg:octob:particular:omin,minaccioso
107,said:word:sustain:english:actual:nice,suona
108,inform:transmit:exampl:tyre:car:refriger:portabl:termin:equip:wallet:key:home:air-condit:navig,anello
109,scourg:unemploy:continu:spread:increas:social:breakdown:threaten:societi:act:terror:continu:spill:blood:town:franc:spain:northern:ireland:drug:traffick:paedophil:organ:crime:continu:weav:murder:fabric:inadequ:coordin:judici:polic:system:happen:citizen:europ:begin:question:trustworthi:union,pedofilo
110,appear:spanish:author:run:european:law:quit:disgrac:affair,aggirando
111,way:common:posit:improv:idea:thrown:parliament:read,lanciate
112,alarm:bell:propos,guardia
113,stand:sidelin:disjoint:idl:fashion:allow:slobodan:milosev:run:member:state:past,oziosa
114,euroland:take:serious:commit:act:respons:number:european:commiss,telefono
115,presid:behalf:say:pleas:debat:take:welcom:commiss:statement:vigour:decis,energica
116,glad:rung:necessari:minut:sick:death:hear,suonare
117,sorri:report:hous:sir:brian:bother:arrang:meet:despit:numer:telephon:remind,telefonarmi
118,merg:europ:organis:seri:concentr:core:founder:member:european:union,concentrici
119,today:tool:help:exercis:civil:polit:right:internet:term:strang:european:institut:start:exploit,suona
120,centuri:shot:fire:word:poet:emerson:round:world:unless:appeal:nurtur:wider:concept:american:self-interest:risk:menac:new:militari:millennium,risuonerà
121,member:state:want:evad:respons:import:necessari:unpopular:true:convict:shrug:respons,impopolare
122,communic:specif:step:taken:posit:recept:communic:inspir:presid:relat:polici:cooper:friend,circolo
123,new:neighbourhood:polici:origin:realist:formula:propos:new:model:closer:relationship:new:neighbour:creat:friend:countri:region:morocco:russia,anello
124,congratul:fruteau:daul:excel:work:tabl:resolut:excel,aura
125,optimist:refer:common:destini:preambl:fals:ear:countri:suppos:fat:stuf:gullet:refus:poor:countri,suonano
126,outcom:vote:reflect:suffer:humili:daili:life:occup:squeez:checkpoint:wall:settlement:sever:critic:palestinian:politician,suona
127,yes:bell:link:experienc:chilean:experienc:darkest:period:illustri:democrat:histori,risveglierà
128,victim:excess:monetari:restrict:channel:coloss:flight:capit:fed:intern:corrupt:western:aid:disappear,inghiottito
129,avoid:european:liber:democrat:express:hope:intergovernment:confer:consid:model:differenti:integr:creat:concentr:union:feder:core:integr:outer,concentrico
130,commission:thank:answer:partial:satisfactori:awar:person:matter:initi:undertaken:combat:prostitut,rete
131,fact:accept:ban:substanc:speak:object:exampl:teeth,dentizione
132,experi:anim:shown:toxic:carcinogen:natur:phthalat:liver:kidney:testicular:ailment:children:suck:chew:dummi:rattl:teeth,giocattolo
133,debat:today,tono
134,challeng:argument:view:bit:hollow:unit:state:america:possibl:neglect:intern:oblig:week:presid:bush:public:repudi:kyoto:agreement:climat:chang,suona
135,commiss:urg:britain:exampl:vaccin,circoscritta
136,went:gabon:south:africa:met:doctor:desper:drug:read:internet:press:releas:say:price:brought:actual:acquir:drug:treat:patient,poterseli
137,want:clear:object:build:friend:doe:impli:commit:exclus:regard:enlarg:countri:right:membership:exclud,circolo
138,organ:strategi:increas:number:member:union:enlarg:creat:stronger:closer:proxim:polici:friend,anello
139,presid:fine:word:saddam:hussein:have:disarm:iraqi:entitl:freedom:remark:hollow:situat:know:saddam:hussein:slightest:intent:disarm:exil:let:give:oppress:iraqi:freedom,suonano
140,listen:say:prosper:solidar:secur:nice,suono
141,internet:entrap:young:women:children:prostitut,prostituzione
142,compris:countri:aspir:membership:keen:close:cooper:countri:member:unabl:meet:criteria:candid:countri,cerchia
143,presid:dutroux:case:brought:light:exist:intern:paedophil:reveal:complic:polit:legal:circl:belgium:crimin,politico-giudiziari
144,fine:word:good,altisonanti
145,tell:respons:scienc:joint:research:centr:follow:progress:work:develop:analysi:method:use:union:test:genet:modif:dna:extent:joint:research:centr:involv:work:given:develop:analysi:method:string:food:product:use:test:ensur:uniform:union:leav:thing:chanc,ring
146,lebanes:christian:restor:countri:independ:role:their:regain:freedom:land:accord:express:béchir:gémayel:bell:unhind:countri:guarante:right:govern:offer:christian:communiti:middl:east:assist:solidar:safe:haven,suonare
147,recent:commiss:came:vagu:pronounc:subject:phthalat:babi:teeth,dentizione
148,commission:point:part:fact:mafia-styl:discov:traffick:human:life:high:profit:enterpris:situat:did:face:past,lauta
149,novemb:european:liber:democrat:reform:parti:adopt:posit:intern:differenti:union:propos:concentr:europ:onion:skin:model,concentrici
150,admit:success:far:number:increas:recent:receiv:report:abus:particular:albanian:kosovar:women,rete
151,far:so-cal:vaccin:infect:hold:concern:remind:sought:implic:commiss:ask:commiss:did:order:compulsori:vaccin:matter:urgenc:present:legal:say:characteris:form:subsidiar:vaccin:respons:nation:author,circoscritta
152,import:warn:bell:duti:continu:turn:blind:eye:number:proven:case:activ:member:bin:laden:network:penetr:citi:regular:immigr:order:prepar:ground:recent:discov:franc:biolog:weapon:attack:possibl:known:dirti:bomb:contain:nuclear:wast,infiltratisi
153,baltic:involv:programm,baltico
154,friend:morocco:russia:treat:term:way,cerchia
155,three-fold:challeng:relat:first:energi:stabil:vector:strateg:import:relat:neighbour:countri:partner:talk:friend:presid:prodi:mention:includ:countri:southern:rim:mediterranean,circolo
156,von:wogau:refer:friend,cerchia
157,regard:stabil:need:develop:neighbourhood:polici:creat:friend:new:border:europ,anello
158,awar:member:state:current:want:surrend:ident:sea:advantag:ship:display:european:symbol:propos:idea:symbol:european:union:appear:corner:flag:star:blue:background,corona
159,confirm:direct:control:rot:transpos:dutch:author,anulare
160,figur:risen:well-organis:crimin:slave:trade:shrink:traffick:children,rifuggono
161,step:road:central:object:secur:strategi:promot:well-govern:countri:border:mediterranean:enjoy:close:cooper:relat,cerchia
162,awar:european:neighbourhood:polici:establish:friend:enlarg:union,cerchia
163,want:talk:term:advertis:profitdriven:nasti:import:consum,connotazione
164,mention:lehn:provid:signific:intellig:cooper:contribut:text:question:decemb:sum:neat:negoti:near:year:continu:longer:situat:council:lead:parliament:danc:bear:nose:circus:arena,anello
165,organis:crime:rise:traffick:flexibl:method:rout,rete
166,member:reflect:debat:common:foreign:secur:polici:number:occas:said:henri:kissing:ask:european:union:want:talk:common:foreign:secur:polici,kissinger
167,parliament:notic:consider:willing:author:legal:social:case:serious:wonder:help,chiamare
168,return:point:environ:ear:japan:vehement:reject:kyoto:world:climat:confer:bind:declar:reduct:emiss,risuona
169,life:rose-colour:spectacl:smoke:dream:sourc:wisdom,colorate
170,cours:caus:alarm:bell,campanello
