id,phrase,classes
96,good:news:europ:mean:fund:ambit:develop:union:seven:year,ambition
97,better:invit:oval:watch:test,oval
98,respect:ensur:fund:financi:resourc:geograph:themat:enlarg:scope:applic,correspondent
99,presid:denounc:european:parliament:today:unaccept:decis:fifa:suspend:hellen:footbal:feder:ban:stage:intern:greec:countri:organis:spectacular:olymp:game:sport:ideal:born,rencontre
100,posit:subsequ:german:presid:mean:construct:cooper:draw:declar:germani:end:presid,aligne
101,press:agenc:report:islam:militari:polic:shot:wound:germany-itali,match
102,permit:assist:respons:region:particular:unit:kingdom:like:theoret:real:nation:govern:resist:fund:aid,coordonner
103,admit:somewhat:flummox:posit:european:parti:christian:democrat:european:democrat:today:doe:way:debat:conduct:committe:civil:liberti:justic:home:affair,correspond
104,fish:sector:emerg:current:crisi:unless:basi:realist:calcul:european:union:fleet:final:adjust:food:resourc:avail:water,sortira
105,result:union:financi:instrument:defin:realiti,adaptés
106,better:allow:extra:week:month:ensur:result:target:remind:allow:union:closer:citizen:face:enlarg,hauteur
107,want:work:stage:pace:level:consum:protect:sophist:prey:consum,escroquer
108,far:paragraph:collin:report:doe:fact:commiss:statement:page:regard:annual:report,concrétise
109,follow:request:french:world:cup:organ:author:european:commiss:recast:ticket:alloc:world:cup:footbal:commiss:statement:step:taken:cfo,rencontre
110,know:open:scotland:versus:brazil:thought:scot:brazilian,match
111,tri:apprais:record:presid:rhetor:achiev:ask:rememb:presid,comparer
112,number:anim:demand:load:ramp:exact:height:lorri,hauteur
113,behalf:committe:civil:liberti:express:pleasur:find:request:report:prioriti:point:speaker:enlarg:socrat:leonardo:youth:europ:programm:need:turkish:govern:cooper:fulli:activ:european:union:fight:organis:crime:drug:traffick,correspondent
114,establish:cooper:pre-access:structur:countri:european:vocat,répondent
115,need:clear:rule:risk,adaptées
116,second:regard:structur:cohes:fund:note:did:expect,présent
117,support:actual:want,légitiment
118,macedonia:remain:potenti:minefield:histori,témoigne
119,activ:popul:low:compar:japan:unit:state:countri:level:product:low:rate:employ,atteindre
120,way:degre:serious:presid:prepar:special:summit,atteindre
121,mean:look:educ:programm:programm:particular:enthusiast,servent
122,think:european:union:concern:situat:burma-myanmar:suffici:clear:believ:concern:express:parliament,birmanie-myanmar
123,firm:convict:unit:european:trial,hauteur
124,sure:involv:polit:specif:specif:venu:technic:statement:suitabl:footbal:stadium:euro,match
125,true:union:member:state:franc:privileg:develop:long-stand:link:tunisia:enabl:franc:understand:realiti:situat:doe:caricatur:fool:media:manag:spread:europ,correspond
126,institut:face:disast:type:civil:societi:circumst,hauteur
127,said:speech:did:deadlin:set:end:year:nice:european:council:evalu:polici:asylum:immigr,contradiction
128,clear:budgetari:implement:effort:recent:year:introduc:programm:budget,au-dessous
129,great:respons:misfortun:countri:doe:cynic:british:minist:high:dignitari,dignitaire
130,respons:adopt:appropri:direct:provid:necessari:support,acquitter
131,consider:heavi:requir:larg:fund:mobilis:flexibl:instrument:eur:million,répond
132,reject:text:emerg:concili:committe:commission:bolkestein:present:workabl:new:draft:long:idea:idea:elect:repres:million:european,correspondra
133,ardent:hope:presid:commiss:effort:aim:resolut:attent:deserv:place:problem:cultur:cultur:cooper:centr:great:european:project,conformant
134,commit:courag:commit:courag:candid:countri:show:prepar:join:union,égaux
135,propos:set:european:network:perman:nation:footbal:inform:point:word:enhanc:cooper:member:state:enforc:law:order:intern:footbal:concern:belgian:initi:base:experi:gather:euro:european:nation:team:championship:know:organis:joint:belgium:netherland:june,rencontre
136,problem:pictur:quit:simpli:doe:realiti:patent:world,correspond
137,finish:june:return:commiss:matter:urgenc:forward:suitabl:administr:legisl:contain:strictest:possibl:standard:appli:inspect:border:similar:appli:countri:ensur:foot:mouth:diseas:reintroduc:european:union,coupe
138,given:origin:chose:common:agricultur:polici:think:union:respons:pay:attent:sector:unit:state:alloc:correspond:financi:mean:aim:world:price,mondiaux
139,static:interpret:stabil:growth:pact:begin:look:unsustain:doe:respond:current:econom:situat:aim:european:union:set:lisbon:short:term:power:economi:world,correspond
140,principl:propos:retain:flexibl:revers:manag:instrument:tac:quota:fish:effort:adjust:resourc:prefer:rigid:instrument:irrevers:social:dramat:impact:scrap:vessel,réversibles
141,point:italian:version:doe:version:line:seven:word:includ:remov:appear:version,correspond
142,articl:decis:contain:safeguard:claus:trigger:protect:doe:practic:standard:expect,motivées
143,particular:worri:express:candid:countri:racism:footbal:rise,match
144,expressli:address:presid:cox:institut:declar:behalf:parliament:enorm:impact:madrid:spain:dramat:circumst:live,adéquation
145,friend:hous:burn:stop:argu:drop,allumette
146,area:commiss:fail:polici:prioriti:adequ:level:resourc,attribuer
147,normal:world:team:sport:matter:acquisit:capac,partie
148,truli:worthi:condemn:rest:condit:far:consid:necessari:maintain:reason:life:remain:confin:isol:rest:area:motorway:accommod:appropri:sanitari:condit:faraway:countri:furthermor:possibl:leav:vehicl:fear:robberi,éloignées
149,presid:ladi:gentlemen:europ:build:foremost:area:solidar:solidar:translat:strict:letter:law:doe:quit:hard:realiti:endur,correspond
150,conclud:text:provid:opportun:word:action:support:european:research:shall:tomorrow,passer
151,presid:vice-presid:hope:introduct:singl:train:quicker:punctual:way:thing:run:minut:sure:mind:pretti:soon:want:watch,match
152,regrett:sum:devot:major:polici:ambit,hauteur
153,commiss:note:english:footbal:fan:season:wish:watch:live:offer:bskyb:basic:sport:packag:sign:second:subscript:channel:bskyb:prem:plus,match
154,doe:commiss:appreci:buy:random:collect:footbal:want,match
155,worth:note:accord:press:report:setanta:consid:show:pay:televis:servic:digit:terrestri:platform:freeview:premier:leagu:avail:digit:terrestri:realli:offer,match
156,hope:good:break:chanc:watch:excit:footbal:even:ask:excit:winner,match
157,tendenti:doe:real:threat:pose:illicit:traffic:nuclear:materi:european:union,tendancieux
158,stress:extravag:optim:assess:declar:role:structur:fund:greec:general:specif:conceal:fact:measur:question:word:revers:begin:rectifi:damag:communiti:polici:overal,occulter
159,excess:rule:particular:unnecessari:spain:countri:easiest:broadcast:live:free:televis:channel:weekend,match
160,current:nois:standard:physiolog:realiti,correspondent
161,shall:achiev:better:local:need:util:structur:fund,adéquation
162,cut:budget:develop:work:protect:intern:forest:urban:environ:network:pilot:project:unclear:deed:rhetor,hauteur
163,tri:best:good:footbal:enjoy,rencontre
164,intern:combin:attempt:work:object:friend:water,rive
165,chanc:discuss:mrs:randzio-plath:report:debat:outcom:cardiff:summit:consid:singl:currenc:effect:coordin:european:employ:polici,parallèlement
166,madam:presid:think:kosovo:worthi:montenegro:given:charter:obvious:confin:new:feder:republ:yugoslavia,égal
167,nonetheless:recal:italian:polic:alert:itali:given:fact:bravado:fan:secret:prevent:best:better:prevent:problem:tri:solv:british:press:unfortun:sever:attack:itali:italian:govern,match
168,presid:contrari:expect:price:gold:face:valu:easi:counterfeit:coin,correspondant
169,case:propos:percentag:rate:requir:annual:maximum:eur:million:present:level:lend:non-memb:countri:come:maximum:eur:billion,face
170,far:current:tempus:iii:programm:concern:believ:especi:import:greatest:care:taken:prioriti:close:nation:need:target:countri,attentif
171,know:situat:crisi:releas:forc:produc:dynam:german:presid:remain:confid:respons:develop:european:union:pan-european:global:communiti:abil,répondra
172,carri:demand:indonesian:author:diplomat:decis:consist:practic:measur,indonésien
173,right:renew:polit:commit:forward:practic:support:european:union,accompagner
174,need:vision:realiti,correspondre
175,presid:agenda:lisbon:council:held:liabl:induc:dizzi,vertige
176,believ:develop:growth:europ:strong:result:growth:end:year,atteindrons
177,hope:match:finish:sportsmanlik:way:hope:belgian:just:win:number:euro,victorieux
178,need:human:resourc:programm:resourc:ambit,hauteur
179,level:protect:public:fundament:right:european:convent:human:right:guarante:greater:level:protect,correspondra
180,score:goal:order:maintain:hope:sustain,match
181,slight:improv:certain:owe:author:socialist:amend:sakellariou:come:year:given:rise:situat:certain:longer:tragic:remain:disastr:case:real:issu:modern-day:vietnam,hauteur
182,footbal:goal:count,match
183,last:mention:social:polici:franc:back:open:presid:end:amount:apart:declar:intent:titl:document:vagu:content:clear:did:exist:problem:enorm:discont:worker:demonstr:nice:major:express,misait
184,effort:reflect:extent:europ:global:role:play:sens:role:japan:play:balkan:help:support:stabil,renvoient
185,understand:anxious:resourc:reason:reject:amend:requir:follow-up,cherché
186,word:doe:requir:develop:transatlant:partnership:futur,répond
187,particular:welcom:effort:regulatori:capit:close:risk:profil,associer
188,word:doha:declar:accord:object:council:mandat,recoupe
189,large-scal:agricultur:conserv:biodivers:difficult,compatibles
190,item:debat:report:deprez:behalf:committe:citizen:freedom:right:justic:home:affair:draft:council:decis:concern:secur:connect:footbal:intern:dimens:cns,match
191,urg:nation:inform:point:close:involv:sport:club:support:associ:uefa:activ:implement:effect:possibl:enhanc:secur:footbal:intern:dimens,match
192,doe:pose:threat:individu:privaci:doe:repres:boost:enhanc:secur:footbal,match
193,intent:inform:descript:provid:articl:schengen:agreement:differ:aim:say:actual:prevent:particip:event:instead:implement:specif:one-off:surveil:oper:case:recent,assimiler
194,presid:ladi:gentlemen:shall:tri:minut:late:debat:incident:coincid:said:mendez:vigo:minut:famous:footbal:mention,match
195,involv:slang:perform:perform:bad,travaille
196,applaud:aim:progress:energi:liberalis:common:ground:rule:energi:taxat:count:support:broker:necessari:deal:financi:servic:measur:need:end:year:complet:financi:servic:plan,applaudissons
197,account:hope:clearer:increas:effici:present:exampl:delay:make:payment:commiss:long:way:sort:effici:world:busi,correspondent
198,think:ambit:fail:condemn:sad:spectacl:ping-pong:commiss:european:union:hand:member:state:hand:tri:beat:dramat:circumst:understand,ping-pong
199,regard:paragraph:state:quot:annual:polici:strategi:adopt:commiss:seek:defin:commiss:polici:prioriti:ensur:right:polici:initi:correspond:resourc,correspondant
200,did:rapid:reaction:forc:oper:make:plan:combat-effect:equip:state-of-the-art:technolog:command:structur:logist:capac,adaptées
201,subject:violenc:footbal:ground:address:council:decis:april:concern:secur:connect:footbal:intern:dimens:jha,match
202,agreement:unit:state:tri:condit:clear:aim:undermin:rome:statut:insofar:clear:provis:prevent:impun:understand:impun:appli:american:nation:countri:militari:strict:administr:reason,correspondent
203,furthermor:order:need:iraqi:european:union:contribut:set:background:specif:polit:agreement:condit:implement:key:role:given:unit:nation,besoin
204,presid:member:receiv:eur:billion:direct:structur:fund:support:top:fund:privat:sector:support,complémentaire
205,hope:work:separ:organis:work:tandem:share:idea:sure:building-block:approach:council:approach:set:böge:work:document,correspond
206,presid:novemb:member:hous:seen:appal:abus:intern:footbal:player:intern:spain:england:held:spain,match
207,pursu:discuss:parliament:council:european:neighbourhood:partnership:instrument:effect:enabl:polit:ambit:necessari:financi:resourc,adéquation
208,meet:european:council:seri:stage:post:hope:lead:council:posit:parliament:adopt:interinstitut:agreement,hauteur
209,want:second:solut:prevail:innov:chang:denounc:fact:pay:hold-up:recent:year:pay:hold-up:nice:lisbon:lack:resourc:ambit,regard
210,prioriti:set:programm:cours:need:resourc,correspondant
211,cost:protect:danger:footbal:born:general:ought:degre:appli:airport,match
212,idea:end:year:carbon:dioxid:actual:emit:emiss:permit:compani:surrend:govern,correspondre
213,patient:increas:seen:consum:better:inform:involv:decision-mak:attitud:mental:health:chang:trend,adapter
214,know:unfair:competit:footbal:greet:warm:president-in-offic:council:provenç:parti:work,match
215,moment:centr:tend:pick:inquiri:telephon:call:fair:basic:new:technolog:method:electron:mail:order:pass:messag:communiti:compani,marier
216,doubt:good:prime:minist:luxembourg:year:presid:unfortun:say:santer:doe:power:intent,ex-premier
217,need:decommiss:rid:nuclear:programm:need:sustain:develop,désaffectation
218,option:agre:rapporteur:view:solut:propos:white:paper:brillianc:commiss:analysi,hauteur
219,come:integr:develop:countri:role:intern:donor:far:concern:european:union:fundament:import:help:shape:intern:standard:provid:access:resourc:transfer:know-how:project:bound:fail,échouer
220,label:make:sens:strict:control:provid:consum:sure:content:label,étiquette
221,said:quit:entertain,match
222,constitu:attend:simpli:shock:appal:scene:televis:ask:rais:issu:european:level,match
223,context:council:adopt:recommend:guidelin:prevent:restrain:disord:connect:footbal,rencontre
224,equal:lesser:club:footbal:leagu:exampl:buri:footbal:club:constitu:depend:have:play:glamour:club:prospect:get:final,rencontrer
225,need:teamwork:intern:cooper,attaquer
226,anybodi:round:pick:ticket:world:cup:just,ticket
227,presid:agre:propos:add:hope:italian:know:footbal:fan:commission:hope:italian:just:success:tonight:cameroon:tonight:parliament,match
228,have:said:add:head:compar:descript:emerg:head:print:underneath,correspondent
229,presid:sainjon:believ:direct:long:overdu:content:doe:hope:employe:sector,hauteur
230,presid:relat:storm:occur:decemb:communiti:did:expect:initi:emerg:period:late:fulfil:promis:aid,hauteur
231,approach:taken:absolut:correct:make:sure:simpli:money:away:spare:budget:ask:secretary-gener:parliament:come:forward:number:report:exampl:paragraph:resolut:ask:secretary-gener:look:identifi:job:need:way:commiss:job:need:staff:avail:longer:term,correspondre
232,unfortun:resolut:led:belgium:england:ppe-d:later:chamber,match
233,success:portugues:footbal:team:begin:euro,semblable
234,wonder:difficult:adopt:european:polici:industri:polici:hollywood,hollywood
235,theori:solid:basi:decis:clear:polici:implement,façon
236,product:doe:standard:withdrawn:appropri:dispos:product:wish:export:disadvantag:countri,correspond
237,feel:aspect:mention:import:collect:care:import:time:retir:consid:slight:import:rapporteur:optimist:possibl:elder:thrive:creat:social:condit,effet
238,enabl:citizen:age:activ:healthi:way:great:challeng:time:requir:communiti:polici:nation:social:secur:public:health:system,adéquation
239,achiev:object:period:growth:shall:unabl:year:growth:fat:year:purpos:econom:polici,atteindrons
240,take:step:right:direct:endeavour:action:word,acte
241,accept:amend:recit:provis:text:highlight:histor:background:includ:previous:parliament:resolut:safeti:feed,correspondant
242,matter:prioriti:provid:definit:solut:sector:commiss:propos:present:parliament:extend:measur:current:forc,présent
243,resourc:challeng:face:possibl:win:battl:illiteraci:world,adaptées
244,local:region:govern:administr:believ:commiss:propos:programm:assist:border:region:fail:scale:challeng,hauteur
245,prime:minist:govern:devis:broad:balanc:ambiti:programm:pleas:prioriti:set:prioriti:commiss:set,vont
246,crowd:regular:travel:intern:number:televis:viewer:quit:simpli:stagger,match
247,furthermor:member:total:escap:risk:disturb:intern:sensit:support:club:nation:team:seem:easier:control,match
248,doubt:commercialis:footbal:profit:motiv:prime:violent:episod:footbal,stade
249,short:suggest:violenc:footbal:sell:bring:profit,stade
250,secur:connect:footbal:match:intern:dimens:support:report:great:promot:organis:footbal:unmarri:member:european:parliament:marri:member:refere:cours:gérard:deprez,match
251,presid:footbal:fan:europ:follow:south:korea:close,match
252,draw:strategi:central:implement:local:labour:market:polici:requir:labour:market,adapter
253,stae:point:member:state:feder:structur:realli:need:look:system:rapid:alert:ensur:communiti:level,correspondent
254,given:clear:understand:global:health:fund:transit:work:meet:brussel:agre:usd:million:board:seat:global:fund:secretariat:budget:usd:million:european:communiti:contribut:year:approv:project:cut:fail:figur,atteignions
255,sought:exert:right:parliamentarian:enter:build:physic:prevent:unedifi:shove:shout:took,édifiants
256,vallvé:mention:question:european:union:offici:posit:secur:footbal:intern:dimens:set:council:decis:april,match
257,photograph:present:vallvé:point:violenc:footbal,match
258,countri:england:short:play:footbal:candid:countri:risk:thrown:competit:question:result:racism:fan,match
259,good:springboard:enter:wto:negoti:expect:intern:partner:lectur:commit,répondent
260,essenti:extern:cost:traffic:account:road:toll:impos:margin:cost:ceil:charg,correspondent
261,impair:programm:alloc:resourc:ambit:europ:educ:train:system:world:refer,ambition
262,look:care:approach:partner:countri:order:creat:suffici:possibl:close:cooper,concorde
263,resourc:ambit,hauteur
264,javier:solana:stress:june:partnership:strateg:europ:assum:europ:give:resourc:ambit,ambition
265,think:taken:hooligan:extend:express:racism:tend:frequent:margin:sport:event:particular:footbal,match
266,final:point:bear:mind:reformist:saudi:ask:west:impos:model:societi:democraci:necessari:doe:expect,répond
267,seen:european:leader:circumst:unabl:exercis:nation:account:crucial:moment:crisi:unabl:posit:sign:forward-look:polit:vision,hauteur
268,intern:basel:propos:direct:implement:design:achiev:better:capit:risk:simpl:capit:asset:ratio:basel:bank:capit:short:risk:asset:safeguard:failur,adéquation
269,sponsor:undertak:realis:need:achiev:improv:cost:control:stabl:earn:order:pension:promis,tenir
270,shift:demonstr:crucial:equal:equiti:requir:creation:palestinian:live:peac:israel,épanouisse
271,emphasis:countri:concern:agreement:commiss:give:maximum:support:vice-presid:barrot:enquir:situat:site:just:progress,progresseront
272,need:specif:perform:tabl:need:opportun:shame:point:finger:member:state:pay:lip:servic:idea:sustain:develop:fine:word:deed,joignent
273,presid:believ:import:opportun:highlight:unfortun:rise:racism:footbal:europ,match
274,second:countri:fund:opportun:aris:return:regul:compet,débourseraient
275,lamassour:said:report:favour:communiti:budget:fund:transpar:fair:equit:provid:financi:framework:current:prioriti:legitim:ambit,correspondant
276,longstand:monopoli:bskyb:concern:broadcast:live:premier:leagu:end:result:auction,match
277,standard:nois:actual:situat,adaptées
278,believ:propos:requir:import:commission:kinnock:indic:elect:new:legisl:council:held:soon:possibl,satisfassent
279,comment:commission:unanim:report:regret:commiss:strategi:contain:timet:implement:specif:propos:task,répondre
280,report:mrs:aelvoet:come:just:right:action:word,accord
281,describ:sweden:subsid:servant:job:regard:provid:increas:employ:negat:effect:caus:tax:reduct,négatif
282,call:aid:provid:loss:incur:terribl:impoverish:area:way:ensur:life:reduc:region,proportionnelles
283,answer:add:just:sentenc:particular:prais:footbal:author:member:state:sought:coordin:complaint:genuin:footbal:support:caus:great:deal:inconveni:manag:communic:complaint:great:clariti:italian:footbal:author,match
284,final:mean:ambit:cohes:polici:jacqu:santer:said,coïncider
285,glamour:club:particip:possibl:send:deliber:weaken:team:clear:revenu:depend:surviv,récolteront
286,ticket:exampl:brazil:scotland:cost:franc:sale:black:market:britain:near,match
287,think:best:possibl:messag:send:presidency-inoffic:elect:countri:support:text:seen:presid:specif:text:line:posit:so-cal:like-mind:countri:prudent:version:open:version:bring:strong:posit:includ:reason:countri:continu:obstruct:establish,coïncide
288,man:hope:world:cup:europ:sure:good,match
289,let:commiss:member:state:generos:parliament:propos:refer:ecu:million,suivront
290,europ:unabl,comparaison
291,hope:access:bulgarian:govern:dynam:rapid:hope:vienna:council:pace:set:commiss:enlarg:delay:move:forward:swift,emboîtera
292,member:decid:word:action:support:motion:censur:commiss,choisissaient
293,perform:poetter:real-lif:drama:face:foreign:minist,égaler
294,bought:alloc:ticket:major:sold:black:market:money:two-week:holiday:australia,match
295,perestroika:glasnost:refer:everlast:reform:constant:flux,perestroïka
296,hope:european:parliament:respons:condemn:happen:east:timor:come:rapid:effici:aid,hauteur
297,think:europ:acquir:extern:polit:dimens:econom:import:whilst:respect:nation:interest:member,correspond
298,ask:council:path:sketch:intend:link:parliament:definit:new:financi:instrument:doubt:new:financi:instrument:need:exist:moment:longer:suitabl:situat:oversea:countri:territori:doe:countri:requir,adéquation
299,tour:franc:giro:italia:long:week:profession:footbal:team:drug:use,match
