id,phrase,classes
132,work:direct:protect:employe:work:week:excess:hour:daili:time:hour:holiday:shorter:week,repos
133,includ:citizen:involv:undoubt:danger:sourc:ongo:use:intellig:tri:war:crime:appropri:standard:compat:intern:norm:held:human:condit:illeg:combat:durat:war:red:cross:consular:access:osama:bin:laden:captur:formal:surrend:terrorist:network:declar:war:west,autres
134,third:regard:product:cattl:tradit:system:fatten:anim:suggest:transport:limit:hour:includ:hour:unload:stage:place,repos
135,relat:continu:cycl:idea:period:journey:continu:indefinit:complet:unaccept,repos
136,member:sign:regist:plenari:doe:constitut:oblig:spend:day:sit:plenari:oblig:spend:day:sit:sign:committe:certain:oblig:sit:day:central:registri:sign,reste
137,believ:oil:respons:instanc:compani,incombe
138,propos:commiss:fail:allow:parliament:contribut:read:implement:drive:time:profession:lorri:driver,repos
139,fact:fellow:mep:agre:reduc:permit:excess:week:maximum:work:make:harder:understand:respect:excess:maximum:drive:time:time:case:minimum:provid:did:follow:percentag:reduct,repos
140,decis:settlement:plan:present:secretary-gener:annan:ultim:cyprus,repose
141,cyprus:exercis:democrat:right:fulli:awar:histor:natur:decis:opportun:hand:cyprus:neighbour:europ,reste
142,creat:europ:inward-look:bureaucrat:restrict:creat:communiti:innov:outward-look:reach:world:flexibl:democrat,reste
143,parliament:left:problem:characteris:ideolog:decay:problem:acut:green,autres
144,presid:maldiv:sure:detaine:treat:human:subject:tortur,autres
145,mean:solidar:peopl:europ:solidar:europ:world,reste
146,fail:reach:agreement:period:anim:transport:meat:fail:reach:agreement:stock:densiti:number:anim:unit,repos
147,urg:commission:kyprianou:colleagu:commission:michel:shoulder:wheel:close:door:epidem:face:europ:world,reste
148,say:truli:satisfi:hearten:hear:honour:member:share:acut:concern:subject:hiv:aid:firm:convict:need:effect:contribut:reliev:terribl:hardship:caus:epidem:world:european:union,reste
149,intern:market:work:better:consum:busi,reste
150,council:close:monitor:complianc:parti:demand:express:intern:communiti:commit:undertaken,reste
151,anim:transport:quick:possibl:introduc:minimum:possibl:number:period:transit:breed:stock:undertaken:main:favour:condit:step:forward,repos
152,nonetheless:chosen:abstain:vote:resolut:general:aim:strengthen:global:actor:relat:unit:state:world,reste
153,given:opportun:given,identique
154,success:lisbon:barroso,main
155,doe:mean:dissatisfi:posit:adopt:committe:transport:tourism:respect:regul:drive:time:period,repos
156,fourth:level:regul:regard:work:period:divid:separ:terrifi:vision:bureaucraci:leav:room:manoeuvr,repos
157,understand:central:object:member:bring:tabl:experi:skill:best:practic:idea:share:strengthen,autrui
158,generous:period:compensatori:end:hour:work:guarante,repos
159,hope:inform:debat:member:yes:side:fulli:repres,reste
160,kyrgyzstan:serv:transit:point:south-west:asian:narcot:market:narcot:bound:russia:europ,reste
161,huge:respons:larger:beast:european:jungl:econom:social:ill:plagu:union,jungle
162,remain:hope:natur:conserv:life:fund,réside
163,ladi:gentlemen:hear:caucasian:republ:azerbaijan:think:enorm:oil:wealth:presidenti:regim:tough:comparison:democraci:europ:think:problem:neighbour:countri:conflict:nagorni:karabakh,reste
164,lectur:europ:merit:modernis:competit:flexibl:leav:refer:sustain:complet:undermin:claim:commit:sustain:develop,reste
165,remind:maxim:state:trade:polici:world:base:principl:fair:reciproc,reste
166,believ:quota:abolish:longer:term:open:trade:world,reste
167,today:come:late:hope:begin,autres
168,result:europ:cut:europ:communism:regain:right:mainstream:contin:polit:histori,reste
169,want:ask:commission:question:ask:debat:issu:concern:world,reste
170,let:forget:solidar:men:women:solidar:prosper:member:state:prosper:solidar:european:union:world:regard:develop:countri,reste
171,recent:stock:declin:demand:primarili:far:east:baltic:state:europ:remov:elver:local:menu:export:eel:farm,reste
172,confid:codecis:allow:fine-tun:right:mix:polici:measur:need:protect:environ:batteri:pollut:eco-effici:way,reste
173,weekend:london:publish:blair:speech:brussel:includ:word:breath:sweet:smell:belgium:uniqu:brand:corrupt:generous:bestow:europ,respirez
174,member:did:come:parliament:work:respons:effect:know:work:feel:need:individu:feel:communiti,reposer
175,peac,reposent
176,regard:drive:time:driver:period:safeti:issu:highlight:improv:safeti:step:right:direct:reason:thank:rapporteur:member:committe:transport:tourism:commiss:believ:differ:expect:work:end:mind,repos
177,thank:god:daili:period:remain:restrict:hour,repos
178,agre:chang:adopt:trade:unionist:demonstr:build:easi,chaumière
179,aim:strike:balanc:consum:employ:interest:posit:economi:compar:world,positionner
180,believ:whitehead:proud:mrs:gebhardt,gebhardt
181,want:directori:countri:rule,autres
182,perspect:key:sustain:settlement:kosovo:democrat:develop:serbia:region,reste
183,first:initi:commiss:commission:cours:general:manag:offici,appartient
184,schüssel:respons:have:object:debat:simpli:retreat:shelter:nation:independ,incombe
185,leav:belarus:lurch:mrs:plassnik:said:spring:arriv:countri,relâcherons
186,postur:complet:intern:market:help:defus:prejudic:new:treati:prompt:spread:rumour:superst:neoliber:concept:unbridl:centralis:militaris:plan:lay:prejudic,préjugé
187,case:candidatur:countri:macedonia:balkan:moldova:ukrain,reste
188,realli:want:consid:human:right:hous:let:room:women:work,toilette
189,welcom:concess:commiss:gather:council:fall:line:set:dedic:instrument:human:right:democraci:facilit:prioriti:support:build:greater:valu:human:right:democraci:freedom:world,reste
190,verhofstadt:embarrass:asham:countri:fall:piec:come:encourag:self-destruct,reste
191,limit:possibl:mean:depriv:hope:better:futur,reste
192,pleas:attent:devot:import:particip:involv:communiti:member:state:industri:railway:compani,reste
193,vote:think:document:direct:refer:individu:member:state:govern:exhort:follow:differ:approach:hand:voter:elect:govern,reste
194,spain:founder:nation:european:union:separ:europ:half:centuri,reste
195,regul:work:back:medic:scientif:easa:europ:foremost:expert:field:work:sleep:fatigu,repos
196,europ:ahead:world:abil:creat:new:idea:new:innov:lose,reste
197,today:tell:medicin:need:europ:constitut:press:ahead,dites
198,hope:pass:remark:colleagu,restant
199,burden:proof:show:altern:better:claim:subject:equal:condit,démontrer
200,today:want:entir:clear:utter:condemn:aggress:offens:campaign:wage:conserv:politician:media:unit:kingdom:partner:europ,reste
201,construct:civil:intergovernment:cooper:member:state:better:form:foreign:polici:cooper:foster:peac:democraci:human:right:world,échelle
202,i-for:oper:opinion:good:exampl:fact:got:common:defenc:polici:guidelin:neutral:countri:non-align:neutral:work:i-for:troop:neutral:finland:nato:countri,ifor
203,price:ireland:differ:european:union,reste
204,meant:speed:procedur:decid:object:programm:make:possibl:continu:current:programm:agreement:member:state,ailleurs
205,report:lay:myth:concern:alcohol,réfute
206,far:concern:learn:overal:strategi:clear,reste
207,need:philosophi:effect:cours:pleas:van:miert:bangemann:commiss:endors:enlighten:concept:market:economi,karel
208,fundament:chang:unless:polit:dialogu:insid:rwanda:repres:regim:genuin:repres:hutu:communiti:respons:genocid,hutu
209,discharg:procedur:start:chamber:earlier:week:friedmann:behalf:court:auditor:present:court:auditor:annual:report:statement:assur:saw:quit:clear:look:ineffici:resourc:area:manag:procedur:serious:lack:court:auditor:identifi:instanc:inadequ:inform:improp:audit:trail:commiss:member:state:european:union,incorrectes
210,common:posit:adopt:council:commiss:agre:point:form:initi:propos:separ:order:jeopard:amend,reste
211,reason:think:sunday:public:day,repos
212,sunday:just:essenti:quantifi:factor:live:high:percentag:popul:import:element:work:famili:live,repos
213,programm:propos:simpl:possibl:control:correct:financi:manag:essenti:think:interest:end:difficulti,outre
214,applaus:british:govern:blame:just:impact:britain:mismanag:crisi:far:contain:bse:britain:allow:contamin:foodstuff:infect:calv:continu:enter:market:food:chain:europ,reste
215,year:later:john:die:janet:taken:care:life:problem,marie
216,polit:social:europ:crocodil:tear,reste
217,unless:countri:europ:union:radic:chang:immigr:polici:risk:problem:solv:problem:famili:polici:problem:birth:rate:problem:age:problem:vast:gap:competit:open:contin:world,reste
218,hong:kong:special:administr:region:provid:joint:declar:basic:law:obvious:uniqu:uniqu:make:doubli:import:hong:kong:china:intern:communiti:hong:kong:sar:chanc:work:intend,reste
219,except:norm,autres
220,inform:colleagu:fischler:respons:sector:discuss:today,reste
221,firm:intend:continu:adopt:balanc:approach:open:mind:tri:account:servic:general:polici:develop,reste
222,individu:countri:stop:exert:pressur:union,ensemble
223,kind:dogmat:slide:perfect:erron:assert:accord:growth:employ:come:monetari:budgetari:stabil,repose
224,solut:adopt:tax:harmon:issu:stabil:half-heart:monetari:union:shaki:foundat,demi-solutions
225,preambl:talk:sustain:text:bog:allpervad:logic:growth:know:opposit:respons:blend:ecolog:economi,enfermer
226,report:repres:data:geograph:basi:spiral:countri:europ:nearbi:region:world,reste
227,report:show:weak:let:hope:especi:week:amsterdam:start:rectifi,fin
228,express:sustain:develop:refer:major:challeng:face:european:union:world:moment,reste
229,concern:prompt:amend:laid:hope:consequ:amend:withdrawn,oublié
230,chink:light:chink:light:hope:real:desir:proper:develop:turkish:civil:societi:reflect:initi:tÜsiad:busi:world:turkey:put:muscl:democrat:develop:trade:union:busi:feder:turkey:come:effort:forc:democrat:chang:countri,tÜsiad
231,madam:presid:amus:issu:let:tell:set:rule:chairmen:group:hous:differ:set:rule:hous,reste
232,hope:chang:word:delet:preambl:tendenti:nonsens:hold:parliament:ridicul:world,supprimerons
233,white:paper:strive:favour:progress:europ:pension:base:assess:mix:minim:guarante:employe:assess:ensur:pension:fund,reste
234,strength:propos:precis:fact:fulli:respect:jurisdict:member:state:propos:enabl:specif:nation:situat:taken:account,réside
235,set:mind:thought:institut:simpli:interest:spend:money:right:limit,calmer
236,agre:swoboda:statement:necessari:enlist:public:understand:trade:liber:unit:state:work:unit:state:world:desir,reste
237,mass:desper:pawn:crime:pass:itali:invad:europ:valley:europ,entière
238,end:believ:make:differ:countri:say:pay:fish:right:develop:aid,reste
239,council:posit:need:worri:union:member:led:propos:divis:candid:elit,autres
240,maintain:high:level:road:safeti:enforc:drive:time:period:import:intern:passeng:transport:normal:involv:relat:long-dist:drive,repos
241,occur:impedi:travel:unit:kingdom:european:union:minibus:disappear,autres
242,remain,reste
243,presid:georg:washington:bequeath:countrymen:principl:allow:involv:intern:affair:involv:affair:world,reste
244,lot:work:cours:assur:mrs:izquierdo:rojo:pay:great:deal:attent:cultur:mean:includ:obvious:world:music:extent:contribut:job:creation,être
245,conclud:rapporteur:shown:way:parliament:need:vigil:way:agenc:oper,rester
246,traffic:polici:employ:social:exclus:dealt,autres
247,european:union:world:traffic:human:arm:nuclear:materi:prolifer:large-scal:corrupt:fraud:econom:financi:crime:hand:hand:drug:traffick,reste
248,question:glad:randzio-plath:report:talk:need:coordin:monetari:polici:polici:order:achiev:european:union:great:object,monétaire
249,quit:clear:polici:harmon:cohes:includ:cultur:dimens:fact:delic:cultur:question:present:union:intern:relat:talk:refus:restor:parthenon:friez:discredit:european:polici,reste
250,colleagu:mrs:bjerregaard:assur:bring:matter:rais:attent,être
251,ladi:gentlemen:allow:satisfact:friday:thank:parliament:servic:cooper:especi:prospect:day:throat:muscl:especi:tension:aris:respons:daili:work:import:institut,repos
252,clear:parliament:decid:amend:necessari:said,incombe
253,madam:presid:ladi:gentlemen:vote:way:person:believ:histor:stage:issu:involv:singl:currenc:amount:real:question:conscienc:capac:mep:flown:flag:europ:nation:europ:region:bound:welcom:advent:singl:currenc:great:real:push:sovereignti:centralist,rangé
254,rapid:develop:communic:inform:technolog:centuri:contribut:transform:technolog:need:individu:europ:world,reste
255,clear:salari:worker:concern:continu:requir:suffici:live:heard:face:liber:dogma:free:competit:derid:basic:right,repos
256,third:commiss:state:propos:introduc:modifi:specif:legisl:sector:concern:work:period:mobil:worker,repos
257,better:shame,autres
258,control:econom:have:taken:parallel:mafia-control:economi:profit:financi:aid:given:countri:intern:financi:communiti,reste
259,nowaday:great:french:jewish:historian:robert:aron:condemn:have:written:page:memoir:took:grant:horror:hitlerian:regim:gestapo:work:did,reste
260,lay:conscienc,tous
261,busi,impliquées
262,sure:understand:concentr:remark:revenu:budget,reste
263,paragraph:deal:financi:calcul:mean:propos:interpret:indic:willing:rais:financi:ceil,suite
264,unaccept:show:lack:solidar:central:eastern:european:countri:receiv:aid:europ,reste
265,recent:survey:hashish:student:french:school:show:user:school:age:compar:student:progress:secondari:educ,reste
266,congratul:rapporteur:wholeheart:help:report:present:today:extrem:convinc:manner,reste
267,briefli:express:concern:mismanag:programm:assist:russia:taci:doubt:object:result:food:aid:propos,reste
268,preach:colleagu:swoboda:said:moment:undoubt:thing:say:world,reste
269,cours:logic:live:world:outstand:prosper:compar:come,reste
270,mean:vote:paragraph:vote:final:text,reste
271,reflect:ethic:communiti:ethic:appli:deal:world,orientée
272,agre:moment:turkey:cooper:implement:programm:let:wholeheart,reste
273,respons:solv:year:problem:cours:instanc:supplier:user:programm:problem:extens:public:author:provid:support,incombe
274,argument:british:membership:european:union:mean:turn:back:commonwealth:europ:inward-look:club:rich:nation:did:care:world,reste
275,gone:home,collègue
276,pleas:end:situat:sector:arbitrarili:exclud:altogeth:normal:direct:claim:worker:sector:special:expect:work:extrem:long:hour:particular:short:ridicul:period,repos
277,agreement:reach:social:partner:larg:reflect:content:convent:regard:minimum:hour:introduc:new:provis:health:assess:annual:leav,repos
278,silenc:did:colleagu,reste
279,impress:gave:did:want:talk:shame:clariti:matter:essenti:allow:accept:commend:reform:propos,autres
280,american:decis:deplor:send:danger:signal:world:regard:nuclear:disarma,reste
281,import:derog:minimum:daili:period:adequ:doctor,repos
282,presid:absolut:convinc:develop:world:need:free:trade:world:order:econom:progress,reste
283,strategi:certain:logic:know:half:emiss:caus:traffic:note:emiss:emit:european:union:world,reste
284,conclud:observ:enlarg,reste
285,tamper:meet:said:pillar:issu:intern:secur:justic:commission:suppos:helsinki:tangibl,tampere
286,receiv:strong:support:commission:interservic:consult:commiss,autres
287,discret:power:propos:point:amend:inconsist:excel:report,ensemble
288,sure:provid:europ:exampl:follow,autres
289,start:counter-revolut,contre-révolution
290,lay:apprehens,appréhension
291,recognis:good:intent:develop:countri:negoti:write:ignor:debt,restantes
292,constitu:cours:aberdeen:angus:beef:just:renown:world:sure:true:region:member:state,renommé
293,countri:spain:russia:differ:gaug:europ:chosen:order:possibl:militari:invas:difficult:prove:european:construct:prioriti:took:decis:railway:rout,reste
294,probabl:half:standard:continent:europ:welcom:live:area,reste
295,hous:adjourn:hear:propos:organis:busi:day,reste
296,obvious:follow:huge:repercuss:econom:employ:european:union,autres
297,addict:drug:certain:want:tobacco:industri:mean:swedish:snuff:manufactur:given:opportun:market:snuff:europ:healthi,reste
298,nonetheless:probabl:necessari:finnish:govern:begin:adjust:tax:level:downward:avoid:major:problem:restrict:privat:import:beer:gradual:reduc:level:appli:intern:market,reste
299,main:criteria:met:achiev:object:need:reliabl:assess:measur:taken:effici:need:implement:member:state:candid:countri:central:eastern:europ:countri:right:legal:framework:relev:agreement,autres
300,hope:member:hous:agre:move:visa-fre:europ:europ:barrier:eas:world,reste
301,oil:food:programm:constitut:alibi:crime:commit:valu:iraq:allow:export:return:food:medicin:retain:compens:remain:frozen:western:bank:iraq:unabl,reste
302,hope:debat:report:accur:mrs:mckenna,reste
303,europ:follow:lead:intern:communiti:especi:unit:state:shall:end:madam:presid:intend:facilit:decis:incumb:main:player:isra:palestinian:answer:poster:foster:emerg:peac:peac:wait:long:wish:hard:grasp,reste
304,concern:arisen:main:result:success:budgetari:cut:field:cooper:extent:illustr:endors:fear:just:mention:feel:lay,fin
305,issu:fiji:import:right:set:preced:semi-clandestin:coups-in-wait:similar:line:light:day:europ:develop:world:prepar:tackl:issu:indigen:right:world:variant:racism:threaten,reste
306,initi:far:oper:luxembourg:franc:germani:need:extend,ensemble
307,understand:cost:take:account:new:propos:charg:par:european:union:similar:level:french:transport:cost,reste
308,final:measur:ruin:competit:european:industri:vis-à-vi:world:massiv:job:loss,reste
309,commiss:fulli:agre:honour:member:ngos:import:actor:civil:societi:pillar:cooper,pilier
